Algorithm,Dataset,Time_Elapsed,Best_Value,Round
sasa_conflict_only,dag121037_MEDIUM_2,0.0,-inf,
sasa_conflict_only,dag121037_MEDIUM_2,5.910504341125488,-444331.75250000064,1.0
sasa_conflict_only,dag121037_MEDIUM_2,15.917916774749756,-444331.75250000064,
sasa_conflict_only,dag121037_MEDIUM_2,25.94092559814453,-444331.75250000064,
sasa_conflict_only,dag121037_MEDIUM_2,35.95406675338745,-444331.75250000064,
sasa_conflict_only,dag121037_MEDIUM_2,45.97923827171326,-444331.75250000064,
sasa_conflict_only,dag121037_MEDIUM_2,55.99299669265747,-444331.75250000064,
sasa_conflict_only,dag121037_MEDIUM_2,66.00731253623962,-444331.75250000064,
sasa_conflict_only,dag121037_MEDIUM_2,76.01918387413025,-444331.75250000064,
sasa_conflict_only,dag121037_MEDIUM_2,86.04436755180359,-444331.75250000064,
sasa_conflict_only,dag121037_MEDIUM_2,96.04854965209961,-444331.75250000064,
sasa_conflict_only,dag121037_MEDIUM_2,106.0568368434906,-444331.75250000064,
sasa_conflict_only,dag121037_MEDIUM_2,116.08306097984314,-444331.75250000064,
sasa_conflict_only,dag121037_MEDIUM_2,126.10202646255493,-444331.75250000064,
sasa_conflict_only,dag121037_MEDIUM_2,136.12378787994385,-444331.75250000064,
sasa_conflict_only,dag121037_MEDIUM_2,146.13298225402832,-444331.75250000064,
sasa_conflict_only,dag121037_MEDIUM_2,156.1527636051178,-444331.75250000064,
sasa_conflict_only,dag121037_MEDIUM_2,166.17147183418274,-444331.75250000064,
sasa_conflict_only,dag121037_MEDIUM_2,176.1720187664032,-444331.75250000064,
sasa_conflict_only,dag121037_MEDIUM_2,186.1791467666626,-444331.75250000064,
sasa_conflict_only,dag121037_MEDIUM_2,196.19905304908752,-444331.75250000064,
sasa_conflict_only,dag121037_MEDIUM_2,206.20963430404663,-444331.75250000064,
sasa_conflict_only,dag121037_MEDIUM_2,216.21536493301392,-444331.75250000064,
sasa_conflict_only,dag121037_MEDIUM_2,226.22616934776306,-444331.75250000064,
sasa_conflict_only,dag121037_MEDIUM_2,236.24686360359192,-444331.75250000064,
sasa_conflict_only,dag121037_MEDIUM_2,246.25354433059692,-444331.75250000064,
sasa_conflict_only,dag121037_MEDIUM_2,256.27696347236633,-444331.75250000064,
sasa_conflict_only,dag121037_MEDIUM_2,266.30216240882874,-444331.75250000064,
sasa_conflict_only,dag121037_MEDIUM_2,276.31450390815735,-444331.75250000064,
sasa_conflict_only,dag121037_MEDIUM_2,286.3164644241333,-444331.75250000064,
sasa_conflict_only,dag121037_MEDIUM_2,296.3271687030792,-444331.75250000064,
sasa_conflict_only,dag121037_MEDIUM_2,306.3426830768585,-444331.75250000064,
sasa_conflict_only,dag121037_MEDIUM_2,316.3602285385132,-444331.75250000064,
sasa_conflict_only,dag121037_MEDIUM_2,326.3776309490204,-444331.75250000064,
sasa_conflict_only,dag121037_MEDIUM_2,331.13885283470154,311040.3827021209,1.0
sasa_conflict_only,dag121037_MEDIUM_2,341.1447310447693,311040.3827021209,
sasa_conflict_only,dag121037_MEDIUM_2,351.1592833995819,311040.3827021209,
sasa_conflict_only,dag121037_MEDIUM_2,361.1680552959442,311040.3827021209,
sasa_conflict_only,dag121037_MEDIUM_2,371.1851089000702,311040.3827021209,
sasa_conflict_only,dag121037_MEDIUM_2,381.20805168151855,311040.3827021209,
sasa_conflict_only,dag121037_MEDIUM_2,391.2109236717224,311040.3827021209,
sasa_conflict_only,dag121037_MEDIUM_2,401.21946382522583,311040.3827021209,
sasa_conflict_only,dag121037_MEDIUM_2,411.23616218566895,311040.3827021209,
sasa_conflict_only,dag121037_MEDIUM_2,421.2399535179138,311040.3827021209,
sasa_conflict_only,dag121037_MEDIUM_2,431.2595896720886,311040.3827021209,
sasa_conflict_only,dag121037_MEDIUM_2,441.28290939331055,311040.3827021209,
sasa_conflict_only,dag121037_MEDIUM_2,451.30702114105225,311040.3827021209,
sasa_conflict_only,dag121037_MEDIUM_2,461.30784702301025,311040.3827021209,
sasa_conflict_only,dag121037_MEDIUM_2,471.3150563240051,311040.3827021209,
sasa_conflict_only,dag121037_MEDIUM_2,481.31802701950073,311040.3827021209,
sasa_conflict_only,dag121037_MEDIUM_2,491.32768630981445,311040.3827021209,
sasa_conflict_only,dag121037_MEDIUM_2,501.3470642566681,311040.3827021209,
sasa_conflict_only,dag121037_MEDIUM_2,511.3500940799713,311040.3827021209,
sasa_conflict_only,dag121037_MEDIUM_2,521.3572914600372,311040.3827021209,
sasa_conflict_only,dag121037_MEDIUM_2,531.3730952739716,311040.3827021209,
sasa_conflict_only,dag121037_MEDIUM_2,541.3922560214996,311040.3827021209,
sasa_conflict_only,dag121037_MEDIUM_2,551.4087281227112,311040.3827021209,
sasa_conflict_only,dag121037_MEDIUM_2,561.4335746765137,311040.3827021209,
sasa_conflict_only,dag121037_MEDIUM_2,571.4566402435303,311040.3827021209,
sasa_conflict_only,dag121037_MEDIUM_2,581.4590888023376,311040.3827021209,
sasa_conflict_only,dag121037_MEDIUM_2,591.4652271270752,311040.3827021209,
sasa_conflict_only,dag121037_MEDIUM_2,601.4815957546234,311040.3827021209,
sasa_conflict_only,dag121037_MEDIUM_2,611.4879508018494,311040.3827021209,
sasa_conflict_only,dag121037_MEDIUM_2,621.490296125412,311040.3827021209,
sasa_conflict_only,dag121037_MEDIUM_2,631.4949567317963,311040.3827021209,
sasa_conflict_only,dag121037_MEDIUM_2,641.5134892463684,311040.3827021209,
sasa_conflict_only,dag121037_MEDIUM_2,651.5263800621033,311040.3827021209,
sasa_conflict_only,dag121037_MEDIUM_2,661.531436920166,311040.3827021209,
sasa_conflict_only,dag121037_MEDIUM_2,671.5371868610382,311040.3827021209,
sasa_conflict_only,dag121037_MEDIUM_2,681.5593645572662,311040.3827021209,
sasa_conflict_only,dag121037_MEDIUM_2,691.5825476646423,311040.3827021209,
sasa_conflict_only,dag121037_MEDIUM_2,701.5989089012146,311040.3827021209,
sasa_conflict_only,dag121037_MEDIUM_2,711.6255979537964,311040.3827021209,
sasa_conflict_only,dag121037_MEDIUM_2,721.6410846710205,311040.3827021209,
sasa_conflict_only,dag121037_MEDIUM_2,731.6692824363708,311040.3827021209,
sasa_conflict_only,dag121037_MEDIUM_2,741.6883687973022,311040.3827021209,
sasa_conflict_only,dag121037_MEDIUM_2,751.7038702964783,311040.3827021209,
sasa_conflict_only,dag121037_MEDIUM_2,761.7071621417999,311040.3827021209,
sasa_conflict_only,dag121037_MEDIUM_2,771.718948841095,311040.3827021209,
sasa_conflict_only,dag121037_MEDIUM_2,781.7374095916748,311040.3827021209,
sasa_conflict_only,dag121037_MEDIUM_2,791.7419857978821,311040.3827021209,
sasa_conflict_only,dag121037_MEDIUM_2,801.7611529827118,311040.3827021209,
sasa_conflict_only,dag121037_MEDIUM_2,811.7739732265472,311040.3827021209,
sasa_conflict_only,dag121037_MEDIUM_2,821.7930772304535,311040.3827021209,
sasa_conflict_only,dag121037_MEDIUM_2,831.8165154457092,311040.3827021209,
sasa_conflict_only,dag121037_MEDIUM_2,841.8322532176971,311040.3827021209,
sasa_conflict_only,dag121037_MEDIUM_2,851.851979970932,311040.3827021209,
sasa_conflict_only,dag121037_MEDIUM_2,861.8703110218048,311040.3827021209,
sasa_conflict_only,dag121037_MEDIUM_2,871.8743350505829,311040.3827021209,
sasa_conflict_only,dag121037_MEDIUM_2,881.8998823165894,311040.3827021209,
sasa_conflict_only,dag121037_MEDIUM_2,891.900045633316,311040.3827021209,
sasa_conflict_only,dag121037_MEDIUM_2,901.9247980117798,311040.3827021209,
sasa_conflict_only,dag121037_MEDIUM_2,911.9328384399414,311040.3827021209,
sasa_conflict_only,dag121037_MEDIUM_2,921.9482514858246,311040.3827021209,
sasa_conflict_only,dag121037_MEDIUM_2,931.9588849544525,311040.3827021209,
sasa_conflict_only,dag121037_MEDIUM_2,941.9599173069,311040.3827021209,
sasa_conflict_only,dag121037_MEDIUM_2,951.9756865501404,311040.3827021209,
sasa_conflict_only,dag121037_MEDIUM_2,961.9904110431671,311040.3827021209,
sasa_conflict_only,dag121037_MEDIUM_2,972.0030670166016,311040.3827021209,
sasa_conflict_only,dag121037_MEDIUM_2,982.0216302871704,311040.3827021209,
sasa_conflict_only,dag121037_MEDIUM_2,992.0329596996307,311040.3827021209,
sasa_conflict_only,dag121037_MEDIUM_2,1000.0131185054779,311040.3827021209,
