source,target,cost
65539,59186,0.0
65539,59196,0.0
65539,59178,0.0
65539,59201,0.0
65539,59208,0.0
65539,59218,0.0
65539,59247,0.0
5,26802,0.0
5,54528,0.0
5,76926,0.0
5,17576,0.0
5,17577,0.0
65542,58753,0.0
65542,58764,0.0
65542,58790,0.0
65542,58836,0.0
65542,58792,0.0
65542,58794,0.0
65543,59186,0.0
65543,59196,0.0
65543,59201,0.0
65543,59208,0.0
65543,59218,0.0
65543,59247,0.0
65547,59266,0.0
65547,59309,0.0
65547,59321,0.0
65547,59326,0.0
65548,59266,0.0
65548,59290,0.0
65548,59321,0.0
65552,59694,0.0
65552,59702,0.0
65552,59716,0.0
65552,59730,0.0
65552,59743,0.0
65554,60988,0.0
65554,60973,0.0
65554,61014,0.0
65554,61026,0.0
65554,60978,0.0
65559,59266,0.0
65559,59301,0.0
65559,59321,0.0
65559,59326,0.0
65561,60988,0.0
65561,60973,0.0
65561,61007,0.0
65561,61014,0.0
65561,60978,0.0
65564,59694,0.0
65564,59702,0.0
65564,59716,0.0
65564,59730,0.0
65564,59743,0.0
65566,59290,0.0
65566,59301,0.0
65566,59309,0.0
65566,59321,0.0
30,45319,0.0
30,16084,0.0
30,110069,0.0
30,14476,0.0
30,16352,0.0
30,27648,0.0
30,27649,0.0
32,17948,0.0
32,34353,0.0
32,32073,0.0
32,32077,0.0
33,17948,0.0
33,34353,0.0
33,18365,0.0
33,18380,0.0
33,32073,0.0
33,32077,0.0
34,17948,0.0
34,18365,0.0
34,18380,0.0
34,32073,0.0
34,32077,0.0
34,32084,0.0
34,115333,0.0
65569,59694,0.0
65569,59702,0.0
65569,59716,0.0
65569,59730,0.0
65569,59743,0.0
65570,58753,0.0
65570,58764,0.0
65570,58790,0.0
65570,58836,0.0
65570,58792,0.0
65570,58794,0.0
65568,60988,0.0
65568,60973,0.0
65568,61007,0.0
65568,61026,0.0
65568,60978,0.0
65575,59694,0.0
65575,59702,0.0
65575,59716,0.0
65575,59730,0.0
65575,59743,0.0
65576,59748,0.0
65576,59812,0.0
65576,59833,0.0
65577,61007,0.0
65577,61014,0.0
65577,61026,0.0
65582,59266,0.0
65582,59290,0.0
65582,59301,0.0
65582,59309,0.0
65582,59326,0.0
49,8933,0.0
49,8934,0.0
49,8936,0.0
49,8946,0.0
49,8932,0.0
49,8947,0.0
49,8948,0.0
50,8933,0.0
50,8934,0.0
50,8936,0.0
50,8946,0.0
50,8932,0.0
50,8947,0.0
50,8948,0.0
65587,59290,0.0
65587,59301,0.0
65587,59309,0.0
65587,59326,0.0
51,8933,0.0
51,8934,0.0
51,8936,0.0
51,8946,0.0
51,8932,0.0
51,8948,0.0
65589,59266,0.0
65589,59290,0.0
65589,59301,0.0
65589,59309,0.0
65589,59321,0.0
65585,60988,0.0
65585,60973,0.0
65585,61007,0.0
65585,61014,0.0
65585,61026,0.0
65585,60978,0.0
65592,60988,0.0
65592,61007,0.0
65592,61014,0.0
65592,61026,0.0
65596,59266,0.0
65596,59290,0.0
65596,59301,0.0
65596,59309,0.0
65596,59321,0.0
65596,59326,0.0
65598,58753,0.0
65598,58764,0.0
65598,58790,0.0
65598,58836,0.0
65598,58792,0.0
65598,58794,0.0
65599,60543,0.0
65599,60550,0.0
65599,60560,0.0
65599,60496,0.0
65599,60574,0.0
65599,60585,0.0
65600,59326,0.0
65605,59748,0.0
65605,59769,0.0
65605,59793,0.0
65605,59805,0.0
65605,59812,0.0
65605,59833,0.0
65607,58753,0.0
65607,58764,0.0
65607,58790,0.0
65607,58836,0.0
65607,58792,0.0
65607,58794,0.0
13040,56793,0.0
13040,41502,0.0
13040,36640,0.0
13040,80968,0.0
13040,112038,0.0
13040,111757,0.0
65609,74390,0.0
65609,74348,0.0
65609,74357,0.0
65609,74366,0.0
65609,74377,0.0
65608,78514,0.0
65608,77753,0.0
65608,77892,0.0
65608,77893,0.0
65608,39851,0.0
65608,87845,0.0
65608,77976,0.0
65608,87986,0.0
65612,59748,0.0
65612,59769,0.0
65612,59793,0.0
65612,59805,0.0
65612,59812,0.0
65612,59833,0.0
79,92689,0.0
79,8624,0.0
79,8654,0.0
79,8655,0.0
79,8656,0.0
79,8658,0.0
79,8688,0.0
80,8624,0.0
80,8654,0.0
80,8655,0.0
80,8656,0.0
80,8658,0.0
80,8688,0.0
81,92689,0.0
81,8624,0.0
81,8654,0.0
81,8656,0.0
81,8658,0.0
81,8688,0.0
82,92689,0.0
82,8624,0.0
82,8654,0.0
82,8655,0.0
82,8656,0.0
82,8658,0.0
82,8688,0.0
83,92689,0.0
83,8624,0.0
83,8654,0.0
83,8655,0.0
83,8656,0.0
83,8658,0.0
83,8688,0.0
65616,74331,0.0
65616,74390,0.0
65616,74348,0.0
65616,74357,0.0
65616,74366,0.0
65616,74377,0.0
65619,60543,0.0
65619,60550,0.0
65619,60560,0.0
65619,60565,0.0
65619,60496,0.0
65619,60574,0.0
65619,60585,0.0
65623,60422,0.0
65623,30346,0.0
65623,60438,0.0
65623,60466,0.0
65623,60475,0.0
65623,60476,0.0
65623,60524,0.0
92,752,0.0
92,96004,0.0
92,86750,0.0
92,91475,0.0
92,92862,0.0
92,92865,0.0
93,8933,0.0
93,8934,0.0
93,8946,0.0
93,8932,0.0
93,8947,0.0
94,8936,0.0
94,8932,0.0
94,8947,0.0
94,8948,0.0
95,8933,0.0
95,8934,0.0
95,8936,0.0
95,8946,0.0
95,8947,0.0
95,8948,0.0
65628,74331,0.0
65628,74390,0.0
65628,74348,0.0
65628,74366,0.0
65628,74377,0.0
65632,74331,0.0
65632,74390,0.0
65632,74348,0.0
65632,74357,0.0
65632,74366,0.0
65632,74377,0.0
65634,58753,0.0
65634,58764,0.0
65634,58790,0.0
65634,58792,0.0
65634,58794,0.0
65635,60422,0.0
65635,30346,0.0
65635,60466,0.0
65635,60475,0.0
65635,60524,0.0
65631,60543,0.0
65631,60550,0.0
65631,60560,0.0
65631,60565,0.0
65631,60496,0.0
65631,60574,0.0
65631,60585,0.0
65637,60543,0.0
65637,60560,0.0
65637,60565,0.0
65637,60496,0.0
65637,60585,0.0
65638,74331,0.0
65638,74390,0.0
65638,74348,0.0
65638,74357,0.0
65638,74377,0.0
65640,59748,0.0
65640,59769,0.0
65640,59793,0.0
65640,59805,0.0
65642,60550,0.0
65642,60560,0.0
65642,60565,0.0
65642,60496,0.0
65642,60574,0.0
65642,60585,0.0
65644,60422,0.0
65644,30346,0.0
65644,60438,0.0
65644,60466,0.0
65644,60475,0.0
65644,60476,0.0
65644,60524,0.0
65647,59769,0.0
65647,59793,0.0
65647,59805,0.0
65647,59812,0.0
65647,59833,0.0
65649,74331,0.0
65649,74357,0.0
65649,74366,0.0
65650,60543,0.0
65650,60550,0.0
65650,60565,0.0
65650,60496,0.0
65650,60574,0.0
65651,58753,0.0
65651,58764,0.0
65651,58790,0.0
65651,58836,0.0
65651,58792,0.0
65651,58794,0.0
65655,60422,0.0
65655,30346,0.0
65655,60438,0.0
65655,60466,0.0
65655,60475,0.0
65655,60476,0.0
65655,60524,0.0
65656,59748,0.0
65656,59769,0.0
65656,59793,0.0
65656,59805,0.0
65656,59812,0.0
65656,59833,0.0
121,121856,0.0
121,9275,0.0
121,7026,0.0
121,7028,0.0
121,121857,0.0
121,8666,0.0
65660,60543,0.0
65660,60550,0.0
65660,60560,0.0
65660,60565,0.0
65660,60574,0.0
65660,60585,0.0
125,121856,0.0
125,9275,0.0
125,7026,0.0
125,7028,0.0
125,121857,0.0
125,8666,0.0
125,57282,0.0
65664,74331,0.0
65664,74348,0.0
65664,74357,0.0
65664,74366,0.0
65664,74377,0.0
65667,60586,0.0
65667,60616,0.0
65667,60625,0.0
65667,60628,0.0
65667,60633,0.0
65667,60638,0.0
133,77902,0.0
133,19979,0.0
133,7005,0.0
133,77098,0.0
133,78096,0.0
133,28780,0.0
133,7012,0.0
134,2371,0.0
134,7005,0.0
134,77098,0.0
134,78096,0.0
134,28780,0.0
134,7012,0.0
135,2371,0.0
135,7005,0.0
135,77098,0.0
135,78096,0.0
135,28780,0.0
135,7012,0.0
65672,74396,0.0
65672,74427,0.0
65672,74430,0.0
65672,74437,0.0
65672,74448,0.0
65672,74461,0.0
65669,60586,0.0
65669,60616,0.0
65669,60625,0.0
65669,60627,0.0
65669,60628,0.0
65669,60633,0.0
65669,60638,0.0
144,41870,0.0
65681,74396,0.0
65681,74427,0.0
65681,74430,0.0
65681,74461,0.0
146,41870,0.0
146,8138,0.0
65683,74396,0.0
65683,74427,0.0
65683,74430,0.0
65683,74437,0.0
65683,74448,0.0
65683,74461,0.0
65684,58847,0.0
65684,58898,0.0
65684,58920,0.0
65684,58926,0.0
65684,58929,0.0
65684,58930,0.0
65684,58936,0.0
147,41870,0.0
147,8138,0.0
148,41870,0.0
148,8138,0.0
150,41870,0.0
150,8138,0.0
149,121856,0.0
149,9275,0.0
149,7026,0.0
149,7028,0.0
149,121857,0.0
149,8666,0.0
149,57282,0.0
65687,60586,0.0
65687,60616,0.0
65687,60625,0.0
65687,60627,0.0
65687,60628,0.0
65687,60633,0.0
65687,60638,0.0
65690,58836,0.0
65690,58847,0.0
65690,58898,0.0
65690,58920,0.0
65690,58926,0.0
65690,58929,0.0
65690,58930,0.0
65690,58936,0.0
151,8138,0.0
65692,74396,0.0
65692,74427,0.0
65692,74430,0.0
65692,74437,0.0
65692,74448,0.0
65692,74390,0.0
65693,74396,0.0
65693,74427,0.0
65693,74437,0.0
65693,74448,0.0
65693,74461,0.0
65695,59748,0.0
65695,59769,0.0
65695,59793,0.0
65695,59805,0.0
65695,59812,0.0
65695,59833,0.0
165,36768,0.0
165,36769,0.0
165,36770,0.0
165,36771,0.0
165,36772,0.0
165,36773,0.0
166,36768,0.0
166,36769,0.0
166,36770,0.0
166,36771,0.0
166,36772,0.0
166,36773,0.0
167,36768,0.0
167,36769,0.0
167,36770,0.0
167,36771,0.0
167,36772,0.0
167,36773,0.0
168,36768,0.0
168,36769,0.0
168,36772,0.0
168,36773,0.0
65705,74396,0.0
65705,74430,0.0
65705,74437,0.0
65705,74448,0.0
65705,74461,0.0
169,36768,0.0
169,36769,0.0
169,36770,0.0
169,36771,0.0
169,36772,0.0
169,36773,0.0
65707,74427,0.0
65707,74430,0.0
65707,74437,0.0
65707,74448,0.0
65707,74461,0.0
170,36768,0.0
170,36769,0.0
