source,target,cost
65536,65315,0.0
65536,65361,0.0
65536,65312,0.0
65536,65336,0.0
65536,65296,0.0
65537,65315,0.0
65537,65342,0.0
65537,65322,0.0
65537,65312,0.0
65537,65336,0.0
65539,78716,0.0
65541,65315,0.0
65541,65342,0.0
65541,65359,0.0
65541,65361,0.0
65541,65388,0.0
65541,65300,0.0
5,15262,0.0
5,106414,0.0
5,24874,0.0
5,1521,0.0
5,1522,0.0
5,1523,0.0
65544,65315,0.0
65544,65359,0.0
65544,65322,0.0
65544,65361,0.0
65544,65312,0.0
65544,65336,0.0
65546,4779,0.0
65546,63921,0.0
65546,63926,0.0
65546,63932,0.0
65546,63950,0.0
65547,65342,0.0
65547,65359,0.0
65547,65322,0.0
65547,65312,0.0
65547,65336,0.0
65551,65342,0.0
65551,65359,0.0
65551,65361,0.0
65551,65362,0.0
65555,65368,0.0
65555,65395,0.0
65555,65388,0.0
65555,65410,0.0
65555,65432,0.0
65556,65395,0.0
65556,65388,0.0
65556,65410,0.0
65556,65432,0.0
65556,65443,0.0
21,109145,0.0
21,100543,0.0
21,118280,0.0
21,108171,0.0
21,94612,0.0
21,109138,0.0
21,109117,0.0
22,7034,0.0
22,7036,0.0
22,7038,0.0
22,7040,0.0
22,7042,0.0
22,7043,0.0
22,7052,0.0
65559,65368,0.0
65559,65388,0.0
65559,65410,0.0
65559,65437,0.0
65559,65443,0.0
23,7034,0.0
23,7036,0.0
23,7038,0.0
23,7040,0.0
23,7042,0.0
23,7043,0.0
23,7052,0.0
24,7034,0.0
24,7036,0.0
24,7038,0.0
24,7040,0.0
24,7042,0.0
24,7043,0.0
24,7052,0.0
25,7034,0.0
25,7036,0.0
25,7038,0.0
25,7040,0.0
25,7042,0.0
25,7043,0.0
25,7052,0.0
26,7036,0.0
26,7038,0.0
26,7040,0.0
26,7042,0.0
26,7043,0.0
26,7052,0.0
27,7034,0.0
27,7036,0.0
27,7038,0.0
27,7040,0.0
27,7042,0.0
27,7043,0.0
27,7052,0.0
30,37354,0.0
30,37445,0.0
30,37372,0.0
30,37392,0.0
31,6707,0.0
31,617,0.0
31,1413,0.0
31,2213,0.0
31,1334,0.0
31,2209,0.0
31,1734,0.0
65568,95503,0.0
65568,63875,0.0
65568,63887,0.0
65568,63893,0.0
65568,63905,0.0
65568,63915,0.0
65568,63929,0.0
65569,65368,0.0
65569,65395,0.0
65569,65432,0.0
65569,65437,0.0
65569,65443,0.0
32,21789,0.0
32,7172,0.0
32,7369,0.0
32,7370,0.0
33,9286,0.0
33,9569,0.0
33,7072,0.0
33,21789,0.0
33,7172,0.0
33,7369,0.0
33,7370,0.0
34,9286,0.0
34,9569,0.0
34,7072,0.0
34,7172,0.0
34,7369,0.0
34,7370,0.0
65573,12963,0.0
65573,64549,0.0
65573,64598,0.0
65573,64687,0.0
65573,64650,0.0
65575,12964,0.0
65575,65573,0.0
65575,65576,0.0
65575,52882,0.0
65575,65629,0.0
65576,12963,0.0
65576,64549,0.0
65576,64598,0.0
65576,64687,0.0
65576,64650,0.0
65576,64675,0.0
65577,65576,0.0
65577,65631,0.0
65577,52882,0.0
65577,65626,0.0
65577,65629,0.0
65578,95503,0.0
65578,63875,0.0
65578,63887,0.0
65578,63893,0.0
65578,63905,0.0
65578,63915,0.0
65578,63929,0.0
65580,95503,0.0
65580,63875,0.0
65580,63887,0.0
65580,63893,0.0
65580,63905,0.0
65580,63915,0.0
65580,63929,0.0
65581,65368,0.0
65581,65395,0.0
65581,65388,0.0
65581,65410,0.0
65581,65432,0.0
65581,65437,0.0
44,8032,0.0
44,8381,0.0
44,8031,0.0
44,8888,0.0
44,8889,0.0
44,8894,0.0
65583,65368,0.0
65583,65395,0.0
65583,65388,0.0
65583,65410,0.0
65583,65432,0.0
65583,65437,0.0
65583,65443,0.0
45,8032,0.0
45,8372,0.0
45,8381,0.0
45,8031,0.0
45,8888,0.0
45,8889,0.0
45,8894,0.0
47,8032,0.0
47,8372,0.0
47,8381,0.0
47,8031,0.0
47,8889,0.0
47,8894,0.0
48,8032,0.0
48,8372,0.0
48,8031,0.0
48,8888,0.0
48,8889,0.0
48,8894,0.0
46,8372,0.0
46,8381,0.0
46,8031,0.0
46,8888,0.0
46,8889,0.0
49,8032,0.0
49,8372,0.0
49,8381,0.0
49,8031,0.0
49,8888,0.0
49,8894,0.0
50,8032,0.0
50,8372,0.0
50,8381,0.0
50,8888,0.0
50,8889,0.0
50,8894,0.0
65587,4779,0.0
65587,63921,0.0
65587,63926,0.0
65587,63932,0.0
65587,63943,0.0
65587,63950,0.0
51,9015,0.0
51,9016,0.0
51,9133,0.0
51,9219,0.0
51,9220,0.0
51,9243,0.0
51,9271,0.0
91190,97422,0.0
91190,1791,0.0
91190,91692,0.0
91190,100529,0.0
91190,1793,0.0
91190,6001,0.0
91190,112635,0.0
91190,91700,0.0
91190,58771,0.0
65594,65395,0.0
65594,65410,0.0
65594,65432,0.0
65594,65437,0.0
65594,65443,0.0
65595,95503,0.0
65595,63875,0.0
65595,63887,0.0
