Algorithm,Dataset,Time_Elapsed,Best_Value,Round
sa,dag122485_MEDIUM_3,0.0,-inf,
sa,dag122485_MEDIUM_3,1.3974530696868896,-250455.77780000409,1.0
sa,dag122485_MEDIUM_3,11.061323642730713,276777.05249999324,1.0
sa,dag122485_MEDIUM_3,21.065559148788452,276777.05249999324,
sa,dag122485_MEDIUM_3,31.069571256637573,276777.05249999324,
sa,dag122485_MEDIUM_3,31.38452959060669,278335.4225999991,3.0
sa,dag122485_MEDIUM_3,41.38739013671875,278335.4225999991,
sa,dag122485_MEDIUM_3,51.39100480079651,278335.4225999991,
sa,dag122485_MEDIUM_3,61.391231298446655,278335.4225999991,
sa,dag122485_MEDIUM_3,71.39656949043274,278335.4225999991,
sa,dag122485_MEDIUM_3,81.40118432044983,278335.4225999991,
sa,dag122485_MEDIUM_3,91.40190529823303,278335.4225999991,
sa,dag122485_MEDIUM_3,101.41162848472595,278335.4225999991,
sa,dag122485_MEDIUM_3,111.4136483669281,278335.4225999991,
sa,dag122485_MEDIUM_3,121.41464877128601,278335.4225999991,
sa,dag122485_MEDIUM_3,131.41901540756226,278335.4225999991,
sa,dag122485_MEDIUM_3,141.4203975200653,278335.4225999991,
sa,dag122485_MEDIUM_3,151.42408204078674,278335.4225999991,
sa,dag122485_MEDIUM_3,153.83917117118835,279195.84959999763,14.0
sa,dag122485_MEDIUM_3,163.84401988983154,279195.84959999763,
sa,dag122485_MEDIUM_3,165.8546278476715,280142.5135999978,15.0
sa,dag122485_MEDIUM_3,175.86404967308044,280142.5135999978,
sa,dag122485_MEDIUM_3,185.86813020706177,280142.5135999978,
sa,dag122485_MEDIUM_3,195.8684904575348,280142.5135999978,
sa,dag122485_MEDIUM_3,205.87616300582886,280142.5135999978,
sa,dag122485_MEDIUM_3,215.87669825553894,280142.5135999978,
sa,dag122485_MEDIUM_3,225.88143920898438,280142.5135999978,
sa,dag122485_MEDIUM_3,235.88604712486267,280142.5135999978,
sa,dag122485_MEDIUM_3,245.8872628211975,280142.5135999978,
sa,dag122485_MEDIUM_3,255.88974595069885,280142.5135999978,
sa,dag122485_MEDIUM_3,262.99677658081055,281239.18909999996,23.0
sa,dag122485_MEDIUM_3,272.9988236427307,281239.18909999996,
sa,dag122485_MEDIUM_3,283.000789642334,281239.18909999996,
sa,dag122485_MEDIUM_3,293.0016396045685,281239.18909999996,
sa,dag122485_MEDIUM_3,303.0054395198822,281239.18909999996,
sa,dag122485_MEDIUM_3,313.01120138168335,281239.18909999996,
sa,dag122485_MEDIUM_3,323.01267552375793,281239.18909999996,
sa,dag122485_MEDIUM_3,333.0169985294342,281239.18909999996,
sa,dag122485_MEDIUM_3,343.02327609062195,281239.18909999996,
sa,dag122485_MEDIUM_3,353.0248456001282,281239.18909999996,
sa,dag122485_MEDIUM_3,363.0321116447449,281239.18909999996,
sa,dag122485_MEDIUM_3,373.03817915916443,281239.18909999996,
sa,dag122485_MEDIUM_3,383.03965520858765,281239.18909999996,
sa,dag122485_MEDIUM_3,393.0405697822571,281239.18909999996,
