source,target,cost
3,4248,0.0
3,4129,0.0
3,11951,0.0
3,48663,0.0
3,11954,0.0
3,100607,0.0
3,11966,0.0
5,15262,0.0
5,106414,0.0
5,24874,0.0
5,1521,0.0
5,1522,0.0
5,1523,0.0
6,21467,0.0
6,26186,0.0
6,81392,0.0
6,81393,0.0
6,81433,0.0
8,92788,0.0
17,2215,0.0
20,102864,0.0
20,86490,0.0
21,109145,0.0
21,100543,0.0
21,118280,0.0
21,108171,0.0
21,94612,0.0
21,109138,0.0
21,109117,0.0
31,6707,0.0
31,617,0.0
31,1413,0.0
31,2213,0.0
31,1334,0.0
31,2209,0.0
31,1734,0.0
65568,95503,0.0
65568,63875,0.0
65568,63887,0.0
65568,63893,0.0
65568,63905,0.0
65568,63915,0.0
65568,63929,0.0
32,21789,0.0
32,7172,0.0
32,7369,0.0
32,7370,0.0
33,9286,0.0
33,9569,0.0
33,7072,0.0
33,21789,0.0
33,7172,0.0
33,7369,0.0
33,7370,0.0
34,9286,0.0
34,9569,0.0
34,7072,0.0
34,7172,0.0
34,7369,0.0
34,7370,0.0
65573,12963,0.0
65573,64549,0.0
65573,64598,0.0
65573,64687,0.0
65573,64650,0.0
39,7424,0.0
39,7425,0.0
39,7426,0.0
39,7427,0.0
39,7626,0.0
39,7627,0.0
39,8028,0.0
40,7424,0.0
40,7425,0.0
40,7426,0.0
40,7427,0.0
40,7626,0.0
40,7627,0.0
40,8028,0.0
41,7424,0.0
41,7425,0.0
41,7426,0.0
41,7427,0.0
41,7626,0.0
41,7627,0.0
41,8028,0.0
65578,95503,0.0
65578,63875,0.0
65578,63887,0.0
65578,63893,0.0
65578,63905,0.0
65578,63915,0.0
65578,63929,0.0
42,7424,0.0
42,7425,0.0
42,7426,0.0
42,7427,0.0
42,7626,0.0
42,7627,0.0
42,8028,0.0
65580,95503,0.0
65580,63875,0.0
65580,63887,0.0
65580,63893,0.0
65580,63905,0.0
65580,63915,0.0
65580,63929,0.0
43,7424,0.0
43,7425,0.0
43,7426,0.0
43,7427,0.0
43,7626,0.0
43,7627,0.0
43,8028,0.0
65576,12963,0.0
65576,64549,0.0
65576,64598,0.0
65576,64687,0.0
65576,64650,0.0
65576,64675,0.0
65577,65576,0.0
65577,65631,0.0
65577,52882,0.0
65577,65626,0.0
65577,65629,0.0
65575,12964,0.0
65575,65573,0.0
65575,65576,0.0
65575,52882,0.0
65575,65629,0.0
65584,78883,0.0
65584,78885,0.0
65584,78908,0.0
65584,78882,0.0
65584,78915,0.0
65585,78883,0.0
65585,78885,0.0
65585,78908,0.0
65585,78909,0.0
65585,78882,0.0
65585,78915,0.0
65588,78883,0.0
65588,78885,0.0
65588,78908,0.0
65588,78909,0.0
65588,78882,0.0
65588,78915,0.0
65595,95503,0.0
65595,63875,0.0
65595,63887,0.0
65595,63893,0.0
65595,63905,0.0
65595,63915,0.0
65595,63929,0.0
65599,12964,0.0
65599,65573,0.0
65599,65576,0.0
65599,65631,0.0
65599,52882,0.0
65599,65626,0.0
65,7024,0.0
65,7001,0.0
65,7060,0.0
65,7422,0.0
65,7968,0.0
66,7024,0.0
66,7001,0.0
66,7032,0.0
66,7060,0.0
66,7968,0.0
65603,95503,0.0
65603,63875,0.0
65603,63887,0.0
65603,63893,0.0
65603,63905,0.0
65603,63915,0.0
65603,63929,0.0
67,7024,0.0
67,7001,0.0
67,7032,0.0
67,7060,0.0
67,7422,0.0
67,7968,0.0
69,7001,0.0
69,7422,0.0
69,7968,0.0
65601,12964,0.0
65601,65573,0.0
65601,65576,0.0
65601,65631,0.0
65601,52882,0.0
65601,65626,0.0
65601,65629,0.0
65606,65573,0.0
65606,65576,0.0
65606,65631,0.0
65606,65626,0.0
65606,65629,0.0
78168,58043,0.0
78168,99563,0.0
78168,105587,0.0
78168,31813,0.0
78168,31850,0.0
78170,58043,0.0
78170,99563,0.0
78170,105587,0.0
78170,108323,0.0
78170,31813,0.0
78170,31850,0.0
65616,78883,0.0
65616,78908,0.0
65616,78909,0.0
65616,78882,0.0
65616,78915,0.0
65617,78885,0.0
65617,78909,0.0
65617,78882,0.0
65617,78915,0.0
65620,78883,0.0
65620,78885,0.0
65620,78908,0.0
65620,78909,0.0
65620,78915,0.0
65626,12963,0.0
65626,64650,0.0
65626,64675,0.0
65629,12963,0.0
65629,64549,0.0
65629,64598,0.0
65629,64687,0.0
65629,64650,0.0
65629,64675,0.0
65631,12963,0.0
65631,64549,0.0
65631,64598,0.0
65631,64650,0.0
65631,64675,0.0
65631,64733,0.0
65633,65662,0.0
65633,65683,0.0
65633,65692,0.0
65633,65711,0.0
65633,95498,0.0
65640,64732,0.0
65640,64772,0.0
65644,64732,0.0
65644,64772,0.0
65644,64824,0.0
65644,64838,0.0
65644,64733,0.0
65654,65640,0.0
65654,65644,0.0
65654,65662,0.0
65654,65674,0.0
65654,65683,0.0
65654,65692,0.0
65654,65711,0.0
65654,95498,0.0
122,7024,0.0
122,7060,0.0
122,7422,0.0
65662,64732,0.0
65662,64772,0.0
65662,64824,0.0
65662,64838,0.0
65662,64733,0.0
129,7024,0.0
129,7001,0.0
129,7032,0.0
129,7060,0.0
129,7422,0.0
129,7968,0.0
131,7024,0.0
131,7001,0.0
131,7032,0.0
131,7060,0.0
131,7422,0.0
131,7968,0.0
65669,65750,0.0
65669,65640,0.0
65669,65644,0.0
65669,65662,0.0
65669,65674,0.0
65669,65683,0.0
65669,65692,0.0
65669,65711,0.0
65669,95498,0.0
133,28337,0.0
133,2360,0.0
133,28123,0.0
133,7064,0.0
134,28337,0.0
134,2360,0.0
134,7064,0.0
134,116902,0.0
134,7066,0.0
65674,64732,0.0
65674,64772,0.0
65674,64838,0.0
65674,64733,0.0
65683,64687,0.0
65683,64824,0.0
65683,64733,0.0
65692,64732,0.0
65692,64824,0.0
65692,64838,0.0
65692,64733,0.0
65694,65631,0.0
65694,65640,0.0
65694,65644,0.0
65694,65662,0.0
65694,65674,0.0
65694,65683,0.0
65694,65692,0.0
65694,95498,0.0
65703,65640,0.0
65703,65644,0.0
65703,65662,0.0
65703,65674,0.0
65703,65711,0.0
65703,95498,0.0
65710,65640,0.0
65710,65644,0.0
65710,65662,0.0
65710,65674,0.0
65710,65683,0.0
65710,65692,0.0
65710,65711,0.0
65711,64772,0.0
65711,64824,0.0
65711,64838,0.0
65724,65712,0.0
65724,65715,0.0
189,121943,0.0
189,121942,0.0
189,121944,0.0
189,9595,0.0
189,7857,0.0
190,121943,0.0
190,121942,0.0
190,121944,0.0
190,121949,0.0
190,7857,0.0
192,121943,0.0
192,121942,0.0
192,121944,0.0
192,121949,0.0
192,9595,0.0
192,7857,0.0
193,7076,0.0
