Algorithm,Dataset,Time_Elapsed,Best_Value,Round
nghc,dag122485_MEDIUM_0,0.0,-inf,
nghc,dag122485_MEDIUM_0,1.387758731842041,-5186.40699999999,1.0
nghc,dag122485_MEDIUM_0,3.353757381439209,431.4880000000809,1.0
nghc,dag122485_MEDIUM_0,5.925678491592407,1101.0161999998988,2.0
nghc,dag122485_MEDIUM_0,8.48331618309021,1874.7374999997628,3.0
nghc,dag122485_MEDIUM_0,11.033621788024902,2794.103100000058,4.0
nghc,dag122485_MEDIUM_0,13.523589611053467,7538.630300000477,5.0
nghc,dag122485_MEDIUM_0,15.99846339225769,16340.901699999173,6.0
nghc,dag122485_MEDIUM_0,19.641379594802856,24570.7674999998,7.0
nghc,dag122485_MEDIUM_0,22.5949547290802,36530.7604000018,8.0
nghc,dag122485_MEDIUM_0,24.889103651046753,49497.119499999244,9.0
nghc,dag122485_MEDIUM_0,27.47689390182495,114422.5538000005,10.0
nghc,dag122485_MEDIUM_0,29.826295137405396,173884.82290000035,11.0
nghc,dag122485_MEDIUM_0,32.093976736068726,209723.24830000158,12.0
nghc,dag122485_MEDIUM_0,34.34364342689514,232520.06140000076,13.0
nghc,dag122485_MEDIUM_0,36.53122878074646,246052.31369999945,14.0
nghc,dag122485_MEDIUM_0,38.32577037811279,258170.83009999958,15.0
nghc,dag122485_MEDIUM_0,41.34085774421692,269747.6227000018,16.0
nghc,dag122485_MEDIUM_0,43.14209032058716,276142.21639999986,17.0
nghc,dag122485_MEDIUM_0,44.905869483947754,276967.4319000002,18.0
nghc,dag122485_MEDIUM_0,46.673513650894165,281724.84399999987,19.0
nghc,dag122485_MEDIUM_0,1000.0,281724.84399999987,
