,greedy,sghc,sa,sasa,qp,qpbo
greedy,1.0,0.6321531606164194,0.844575357464866,0.759081316417575,0.0,0.14567709238552096
sghc,0.6321531606164194,1.0,0.6786065066717083,0.7231213037921268,0.0,0.18270708584160414
sa,0.844575357464866,0.6786065066717083,1.0,0.8357298997121134,0.0,0.14889864014096632
sasa,0.759081316417575,0.7231213037921268,0.8357298997121134,1.0,0.0,0.15966343125563795
qp,0.0,0.0,0.0,0.0,0.0,0.0
qpbo,0.14567709238552096,0.18270708584160414,0.14889864014096632,0.15966343125563795,0.0,1.0
