,greedy,sghc,sa,sasa,qp,qpbo
greedy,1.0,0.8384405280914494,0.8397074478898631,0.8180837759815688,0.8076597812261027,0.7612210190971997
sghc,0.8384405280914494,1.0,0.8768965227006613,0.8740449872354286,0.8539054041772377,0.7644952136769905
sa,0.8397074478898631,0.8768965227006613,1.0,0.8861334448381948,0.8658196035772899,0.7756750671757707
sasa,0.8180837759815688,0.8740449872354286,0.8861334448381948,1.0,0.9048762846939096,0.7799011666714707
qp,0.8076597812261027,0.8539054041772377,0.8658196035772899,0.9048762846939096,1.0,0.8086872134437882
qpbo,0.7612210190971997,0.7644952136769905,0.7756750671757707,0.7799011666714707,0.8086872134437882,1.0
