,greedy,sghc,sa,sasa,qp,qpbo
greedy,1.0,0.19604396939173427,0.22680118526782433,0.21285700134309693,0.06590474381935035,0.0017922085749101293
sghc,0.19604396939173427,1.0,0.5594169028819042,0.45939770085153153,0.20923313448268077,0.0034340004391307344
sa,0.22680118526782433,0.5594169028819042,1.0,0.4407759864473264,0.20348794759444663,0.0035263876819470845
sasa,0.21285700134309693,0.45939770085153153,0.4407759864473264,1.0,0.24277552356973872,0.005121159861601835
qp,0.06590474381935035,0.20923313448268077,0.20348794759444663,0.24277552356973872,0.6666666666666666,0.00543838705398594
qpbo,0.0017922085749101293,0.0034340004391307344,0.0035263876819470845,0.005121159861601835,0.00543838705398594,0.6666666666666666
