Algorithm,Dataset,Time_Elapsed,Best_Value,Round,Category
sasa,dag102_MEDIUM_1,644.6069896221161,-1811856.8311999803,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,654.6504607200623,-1811856.8311999803,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,664.7121479511261,-1811856.8311999803,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,674.7321882247925,-1811856.8311999803,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,684.8171379566193,-1811856.8311999803,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,694.871110200882,-1811856.8311999803,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,704.9021360874176,-1811856.8311999803,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,714.9460110664368,-1811856.8311999803,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,724.9819822311401,-1811856.8311999803,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,735.0174262523651,-1811856.8311999803,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,745.0190336704254,-1811856.8311999803,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,755.0461890697479,-1811856.8311999803,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,765.0860462188721,-1811856.8311999803,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,775.1197655200958,-1811856.8311999803,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,785.1268334388733,-1811856.8311999803,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,795.1398980617523,-1811856.8311999803,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,805.167179107666,-1811856.8311999803,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,815.188066482544,-1811856.8311999803,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,825.1904487609863,-1811856.8311999803,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,835.2090559005737,-1811856.8311999803,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,845.2200467586517,-1811856.8311999803,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,846.4031910896301,1402926.184500624,1.0,dag102_MEDIUM
sasa,dag102_MEDIUM_1,856.4343621730804,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,866.4588527679443,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,876.4649631977081,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,886.4822888374329,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,896.5235497951508,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,906.5262951850892,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,916.5282192230223,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,926.533754825592,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,936.5750195980072,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,946.5794520378112,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,956.5902950763702,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,966.616598367691,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,976.6456789970398,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,986.668869972229,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,996.7066304683684,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1006.7083313465118,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1016.7295439243316,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1026.7488465309143,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1036.755116939545,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1046.7835111618042,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1056.8091175556185,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1066.8290576934814,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1076.8667221069336,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1086.889455795288,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1096.8981471061709,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1106.9058754444122,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1116.9234986305237,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1126.9680070877075,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1136.972385406494,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1146.9732038974762,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1156.9799783229828,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1167.0054383277893,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1177.030349969864,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1187.0571660995483,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1197.0603342056274,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1207.0804557800293,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1217.0906023979187,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1227.1246404647827,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1237.1527724266052,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1247.174588918686,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1257.2141649723053,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1267.2253420352936,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1277.260416507721,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1287.2707104682922,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1297.2776596546173,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1307.3001646995544,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1317.333711385727,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1327.359570980072,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1337.39453458786,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1347.3972418308258,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1357.3973984718325,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1367.4080617427826,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1377.4208340644836,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1387.4378895759585,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1397.4501378536224,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1407.5122351646423,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1417.523621559143,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1427.5331993103027,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1437.552722454071,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1447.5580348968506,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1457.55957365036,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1467.574925661087,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1477.6007347106934,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1487.618409872055,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1497.6204133033752,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1507.6235859394071,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1517.6570315361023,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1527.6593987941742,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1537.6890859603882,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1547.6957259178162,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1557.7026348114014,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1567.7401275634766,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1577.771836519241,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1587.801086187363,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1597.8110163211825,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1607.841222524643,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1617.8622725009918,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1627.8772840499878,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1637.899479150772,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1647.9347541332245,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1657.9653794765472,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1667.9791104793549,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1678.0215513706207,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1688.0451138019562,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1698.0766773223877,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1708.097589492798,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1718.112104654312,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1728.1453728675842,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1738.1697466373444,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1748.172757148743,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1758.184932231903,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1768.2035953998566,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1778.2251510620115,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1788.2415289878843,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1798.2777926921844,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1808.2810082435608,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1818.3008179664607,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1828.3191256523128,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1838.340303182602,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1848.3618717193604,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1858.387644290924,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1868.4149043560028,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1878.4522392749784,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1888.480584859848,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1898.5240190029144,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1908.541491985321,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1918.5569698810575,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1928.5717158317568,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1938.576406002045,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1948.6036944389343,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1958.611634492874,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1968.6368181705477,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1978.6534450054169,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1988.673887014389,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,1998.6935243606567,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2008.695172548294,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2018.7255055904388,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2028.752925157547,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2038.7655730247495,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2048.771906375885,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2058.772188901901,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2068.786084651947,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2078.803004026413,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2088.8076074123383,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2098.825731277466,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2108.849761486053,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2118.876564979553,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2128.878476858139,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2138.918029308319,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2148.9386308193207,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2158.9582228660583,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2168.979359149933,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2179.008801460266,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2189.0130443573,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2199.0398943424225,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2209.0424547195435,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2219.049527645111,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2229.055270910263,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2239.078143596649,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2249.094380140305,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2259.1148924827576,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2269.116220474243,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2279.139492750168,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2289.1495718956,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2299.163694381714,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2309.1988577842712,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2319.226283788681,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2329.240600347519,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2339.27023768425,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2349.282351732254,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2359.2883331775665,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2369.3087437152863,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2379.3130264282227,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2389.325556516648,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2399.348322868347,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2409.373686552048,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2419.397659301758,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2429.4302599430084,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2439.458142757416,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2449.482043504715,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2459.511484146118,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2469.541114807129,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2479.5747973918915,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2489.5988132953644,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2499.6139662265778,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2509.6325771808624,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2519.6430106163025,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2529.649432182312,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2539.6676366329198,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2549.6735565662384,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2559.7061960697174,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2569.7398204803467,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2579.76966381073,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2589.792203426361,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2599.792857646942,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2609.8103194236755,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2619.8298287391663,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2629.844093084336,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2639.851098060608,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2649.883142471313,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2659.905946493149,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2669.916114807129,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2679.926344871521,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2689.959691286087,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2699.9758808612823,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2709.9958539009094,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2720.027974843979,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2730.0413653850555,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2740.065618038177,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2750.097671508789,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2760.1251904964447,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2770.141345024109,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2780.174863100052,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2790.2094779014587,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2800.210482597351,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2810.2562623023987,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2820.2653892040253,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2830.281258106232,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2840.330809354782,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2850.3509323596954,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2860.3638882637024,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2870.374334096909,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2880.4133427143097,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2890.424910545349,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2900.440142393112,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2910.460713148117,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2920.481847763061,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2930.518801689148,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2940.550459384918,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2950.595841407776,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2960.6160366535187,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2970.6520512104034,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2980.668535232544,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,2990.7079322338104,1402926.184500624,,dag102_MEDIUM
sasa,dag102_MEDIUM_1,3000.0150179862976,1402926.184500624,,dag102_MEDIUM
qp,dag102_MEDIUM_1,0.0,-inf,,dag102_MEDIUM
qp,dag102_MEDIUM_1,866.5283234119415,979725.1652999902,Threshold_0.80,dag102_MEDIUM
qp,dag102_MEDIUM_1,867.0640263557434,1161582.5554000053,Threshold_0.65,dag102_MEDIUM
qp,dag102_MEDIUM_1,867.6592311859131,1235836.410699999,Threshold_0.60,dag102_MEDIUM
qp,dag102_MEDIUM_1,868.3238980770111,1347773.4875999943,Threshold_0.50,dag102_MEDIUM
qp,dag102_MEDIUM_1,869.0679149627686,1357363.2881999845,Threshold_0.40,dag102_MEDIUM
qp,dag102_MEDIUM_1,3000.0,1357363.2881999845,,dag102_MEDIUM
qpbo,dag102_MEDIUM_1,0.0,-inf,,dag102_MEDIUM
qpbo,dag102_MEDIUM_1,1224.3213353157043,393492.1863999991,QPBO_Base,dag102_MEDIUM
qpbo,dag102_MEDIUM_1,1226.222928524017,394912.8681999984,Greedy_Add_4,dag102_MEDIUM
qpbo,dag102_MEDIUM_1,1226.6411888599396,396036.8719999986,Greedy_Add_5,dag102_MEDIUM
qpbo,dag102_MEDIUM_1,1227.477679491043,397419.53449999855,Greedy_Add_7,dag102_MEDIUM
qpbo,dag102_MEDIUM_1,1228.336455821991,398636.4200999992,Greedy_Add_9,dag102_MEDIUM
qpbo,dag102_MEDIUM_1,1229.1766891479492,399818.3076999992,Greedy_Add_11,dag102_MEDIUM
qpbo,dag102_MEDIUM_1,1230.0285465717316,400995.77139999927,Greedy_Add_13,dag102_MEDIUM
qpbo,dag102_MEDIUM_1,1230.8711094856262,402192.4825999994,Greedy_Add_15,dag102_MEDIUM
qpbo,dag102_MEDIUM_1,1236.4011719226835,403335.8039999994,Greedy_Add_28,dag102_MEDIUM
qpbo,dag102_MEDIUM_1,1238.0967030525208,404324.0543999996,Greedy_Add_32,dag102_MEDIUM
qpbo,dag102_MEDIUM_1,1244.8784794807434,405423.3861999997,Greedy_Add_48,dag102_MEDIUM
qpbo,dag102_MEDIUM_1,1250.8220500946045,406396.8548999997,Greedy_Add_62,dag102_MEDIUM
qpbo,dag102_MEDIUM_1,1277.1913726329803,407244.1356999997,Greedy_Add_124,dag102_MEDIUM
qpbo,dag102_MEDIUM_1,1286.5499489307404,408184.0346999996,Greedy_Add_146,dag102_MEDIUM
qpbo,dag102_MEDIUM_1,1295.9368300437927,409092.7332999995,Greedy_Add_168,dag102_MEDIUM
qpbo,dag102_MEDIUM_1,1301.4795496463776,409924.2618999996,Greedy_Add_181,dag102_MEDIUM
qpbo,dag102_MEDIUM_1,1302.32834982872,410746.1587999995,Greedy_Add_183,dag102_MEDIUM
qpbo,dag102_MEDIUM_1,1310.024700880051,411567.93249999953,Greedy_Add_201,dag102_MEDIUM
qpbo,dag102_MEDIUM_1,1316.4505274295807,411884.5500999997,Greedy_Add_216,dag102_MEDIUM
qpbo,dag102_MEDIUM_1,1320.313172340393,412477.5934999997,Greedy_Add_225,dag102_MEDIUM
qpbo,dag102_MEDIUM_1,1334.860719680786,413154.1895999997,Greedy_Add_259,dag102_MEDIUM
qpbo,dag102_MEDIUM_1,1336.9998393058777,413877.5338999997,Greedy_Add_264,dag102_MEDIUM
qpbo,dag102_MEDIUM_1,1372.1031754016876,414009.70299999975,Greedy_Add_346,dag102_MEDIUM
qpbo,dag102_MEDIUM_1,1375.5204482078552,414032.3783999988,Greedy_Add_354,dag102_MEDIUM
qpbo,dag102_MEDIUM_1,1380.670490026474,414432.60119999887,Greedy_Add_366,dag102_MEDIUM
qpbo,dag102_MEDIUM_1,1393.5517058372498,415083.420799998,Greedy_Add_396,dag102_MEDIUM
qpbo,dag102_MEDIUM_1,1412.0108294487,415633.0617999981,Greedy_Add_439,dag102_MEDIUM
qpbo,dag102_MEDIUM_1,1421.0894224643707,416173.0619999982,Greedy_Add_460,dag102_MEDIUM
qpbo,dag102_MEDIUM_1,1445.2569942474363,416670.51779999794,Greedy_Add_517,dag102_MEDIUM
qpbo,dag102_MEDIUM_1,1452.452323436737,417316.47619999794,Greedy_Add_534,dag102_MEDIUM
qpbo,dag102_MEDIUM_1,1476.67915225029,417903.85599999793,Greedy_Add_591,dag102_MEDIUM
qpbo,dag102_MEDIUM_1,1519.6142721176147,418419.31149999774,Greedy_Add_692,dag102_MEDIUM
qpbo,dag102_MEDIUM_1,1537.431985616684,418857.2669999979,Greedy_Add_733,dag102_MEDIUM
qpbo,dag102_MEDIUM_1,1567.7809977531433,419442.220799998,Greedy_Add_802,dag102_MEDIUM
qpbo,dag102_MEDIUM_1,1579.194730758667,419596.5022999981,Greedy_Add_828,dag102_MEDIUM
qpbo,dag102_MEDIUM_1,1589.603364944458,420059.84249999817,Greedy_Add_852,dag102_MEDIUM
qpbo,dag102_MEDIUM_1,1667.4242992401123,420571.5812999982,Greedy_Add_1029,dag102_MEDIUM
qpbo,dag102_MEDIUM_1,1678.1474585533142,421107.6360999985,Greedy_Add_1054,dag102_MEDIUM
qpbo,dag102_MEDIUM_1,1679.865347146988,421615.1205999986,Greedy_Add_1058,dag102_MEDIUM
qpbo,dag102_MEDIUM_1,1744.9772005081177,421622.3307999997,Greedy_Add_1206,dag102_MEDIUM
qpbo,dag102_MEDIUM_1,1752.8818159103394,421942.0388999997,Greedy_Add_1224,dag102_MEDIUM
qpbo,dag102_MEDIUM_1,1818.1025998592377,422395.3891999996,Greedy_Add_1372,dag102_MEDIUM
qpbo,dag102_MEDIUM_1,1842.2726571559904,422854.6711999996,Greedy_Add_1427,dag102_MEDIUM
qpbo,dag102_MEDIUM_1,1853.7294826507568,423230.0051999994,Greedy_Add_1453,dag102_MEDIUM
qpbo,dag102_MEDIUM_1,1885.5016508102417,423590.9603999995,Greedy_Add_1525,dag102_MEDIUM
qpbo,dag102_MEDIUM_1,1904.89586520195,424035.1543999994,Greedy_Add_1569,dag102_MEDIUM
qpbo,dag102_MEDIUM_1,1905.769802570343,424449.33329999936,Greedy_Add_1571,dag102_MEDIUM
qpbo,dag102_MEDIUM_1,1909.307262182236,424724.5471999997,Greedy_Add_1579,dag102_MEDIUM
qpbo,dag102_MEDIUM_1,1921.215211629868,425161.0104999995,Greedy_Add_1606,dag102_MEDIUM
