,greedy,sghc,sa,sasa,qp,qpbo
greedy,1.0,0.6514623845944981,0.8025560757075302,0.6992130776277823,0.5930322535141251,0.2601518685240374
sghc,0.6514623845944981,1.0,0.7011787735664523,0.7519580008537861,0.706878174713163,0.30456024305154883
sa,0.8025560757075302,0.7011787735664523,1.0,0.7538765415015627,0.6469165580626614,0.2690277981163958
sasa,0.6992130776277823,0.7519580008537861,0.7538765415015627,1.0,0.727479819438158,0.2986089177807882
qp,0.5930322535141251,0.706878174713163,0.6469165580626614,0.727479819438158,1.0,0.316810356635609
qpbo,0.2601518685240374,0.30456024305154883,0.2690277981163958,0.2986089177807882,0.316810356635609,1.0
