,greedy,sghc,sa,sasa,qp,qpbo
greedy,1.0,0.6645329445838759,0.8449981861733566,0.7657386897386941,0.0,0.1079514319244325
sghc,0.6645329445838759,1.0,0.6917083196279727,0.7455260043509435,0.0,0.13265330251069837
sa,0.8449981861733566,0.6917083196279727,1.0,0.8155061928777211,0.0,0.10906243779586489
sasa,0.7657386897386941,0.7455260043509435,0.8155061928777211,1.0,0.0,0.11755535962903578
qp,0.0,0.0,0.0,0.0,0.0,0.0
qpbo,0.1079514319244325,0.13265330251069837,0.10906243779586489,0.11755535962903578,0.0,1.0
