,greedy,sghc,sa,sasa,qp,qpbo
greedy,1.0,0.851102535225195,0.8477844100856385,0.8333471983210051,0.7944205990877781,0.7679756616823373
sghc,0.851102535225195,1.0,0.8573494321619797,0.8687870154442013,0.8193852379846094,0.7747047066289211
sa,0.8477844100856385,0.8573494321619797,1.0,0.8537268668769115,0.8093181919002356,0.7694695116077961
sasa,0.8333471983210051,0.8687870154442013,0.8537268668769115,1.0,0.8712372953083195,0.7937067155835665
qp,0.7944205990877781,0.8193852379846094,0.8093181919002356,0.8712372953083195,1.0,0.8283090715071856
qpbo,0.7679756616823373,0.7747047066289211,0.7694695116077961,0.7937067155835665,0.8283090715071856,1.0
