,greedy,sghc,sa,sasa,qp,qpbo
greedy,1.0,0.6526933817542432,0.8128915582532561,0.6775654744061922,0.5901806606473056,0.2656152982830013
sghc,0.6526933817542432,1.0,0.7068566627174778,0.7445725917289017,0.7044972622307752,0.30511436469425324
sa,0.8128915582532561,0.7068566627174778,1.0,0.7468854818364433,0.640453518187848,0.2753893138031876
sasa,0.6775654744061922,0.7445725917289017,0.7468854818364433,1.0,0.7479227909939786,0.30019617931409576
qp,0.5901806606473056,0.7044972622307752,0.640453518187848,0.7479227909939786,1.0,0.32435468572866194
qpbo,0.2656152982830013,0.30511436469425324,0.2753893138031876,0.30019617931409576,0.32435468572866194,1.0
