,greedy,sghc,sa,sasa,qp,qpbo
greedy,1.0,0.6634717142106141,0.7991865236220095,0.6937928500339642,0.5916171238961679,0.27915893139263964
sghc,0.6634717142106141,1.0,0.7090534161906482,0.7413629256341783,0.697343146989903,0.3199796785029118
sa,0.7991865236220095,0.7090534161906482,1.0,0.7513355512642305,0.6424363221114858,0.290553554439167
sasa,0.6937928500339642,0.7413629256341783,0.7513355512642305,1.0,0.7400767432519181,0.307361262455418
qp,0.5916171238961679,0.697343146989903,0.6424363221114858,0.7400767432519181,1.0,0.34360377247276647
qpbo,0.27915893139263964,0.3199796785029118,0.290553554439167,0.307361262455418,0.34360377247276647,1.0
