,greedy,sghc,sa,sasa,qp,qpbo
greedy,1.0,0.8997738188324665,0.9629327506332906,0.9225822861493104,0.8288258580503896,0.6091799547086946
sghc,0.8997738188324665,1.0,0.9144915101433054,0.9219369927290751,0.8784347585684417,0.6458785187821833
sa,0.9629327506332906,0.9144915101433054,1.0,0.9358794620676351,0.8473630314048034,0.6209546327151984
sasa,0.9225822861493104,0.9219369927290751,0.9358794620676351,1.0,0.8745491280478697,0.6378453101873012
qp,0.8288258580503896,0.8784347585684417,0.8473630314048034,0.8745491280478697,1.0,0.6829486378684532
qpbo,0.6091799547086946,0.6458785187821833,0.6209546327151984,0.6378453101873012,0.6829486378684532,1.0
