Algorithm,Dataset,Time_Elapsed,Best_Value,Round
sghc,dag121037_MEDIUM_2,0.0,-inf,
sghc,dag121037_MEDIUM_2,1.4903233051300049,102221.6366000009,1.0
sghc,dag121037_MEDIUM_2,3.1163015365600586,286923.8940000019,1.0
sghc,dag121037_MEDIUM_2,8.361496448516846,291679.29830000014,4.0
sghc,dag121037_MEDIUM_2,10.147973537445068,294570.2777000005,5.0
sghc,dag121037_MEDIUM_2,20.152392387390137,294570.2777000005,
sghc,dag121037_MEDIUM_2,20.348957061767578,296134.824900001,11.0
sghc,dag121037_MEDIUM_2,22.165830850601196,298146.8846000007,12.0
sghc,dag121037_MEDIUM_2,24.004539012908936,298989.074200002,13.0
sghc,dag121037_MEDIUM_2,1000.0,298989.074200002,
