Algorithm,Dataset,Time_Elapsed,Best_Value,Round
sasa_synergy_only,dag122458_MEDIUM_2,0.0,-inf,
sasa_synergy_only,dag122458_MEDIUM_2,5.632025957107544,-448692.6680999977,1.0
sasa_synergy_only,dag122458_MEDIUM_2,15.635180711746216,-448692.6680999977,
sasa_synergy_only,dag122458_MEDIUM_2,25.648186922073364,-448692.6680999977,
sasa_synergy_only,dag122458_MEDIUM_2,35.654956340789795,-448692.6680999977,
sasa_synergy_only,dag122458_MEDIUM_2,45.67037034034729,-448692.6680999977,
sasa_synergy_only,dag122458_MEDIUM_2,55.681636095047,-448692.6680999977,
sasa_synergy_only,dag122458_MEDIUM_2,65.68807792663574,-448692.6680999977,
sasa_synergy_only,dag122458_MEDIUM_2,75.69219923019409,-448692.6680999977,
sasa_synergy_only,dag122458_MEDIUM_2,85.70425271987915,-448692.6680999977,
sasa_synergy_only,dag122458_MEDIUM_2,95.70485234260559,-448692.6680999977,
sasa_synergy_only,dag122458_MEDIUM_2,105.70506525039673,-448692.6680999977,
sasa_synergy_only,dag122458_MEDIUM_2,115.71952486038208,-448692.6680999977,
sasa_synergy_only,dag122458_MEDIUM_2,125.73465633392334,-448692.6680999977,
sasa_synergy_only,dag122458_MEDIUM_2,135.7483582496643,-448692.6680999977,
sasa_synergy_only,dag122458_MEDIUM_2,145.76020336151123,-448692.6680999977,
sasa_synergy_only,dag122458_MEDIUM_2,155.76073288917542,-448692.6680999977,
sasa_synergy_only,dag122458_MEDIUM_2,165.77039551734924,-448692.6680999977,
sasa_synergy_only,dag122458_MEDIUM_2,175.7826271057129,-448692.6680999977,
sasa_synergy_only,dag122458_MEDIUM_2,185.79347586631775,-448692.6680999977,
sasa_synergy_only,dag122458_MEDIUM_2,195.80141830444336,-448692.6680999977,
sasa_synergy_only,dag122458_MEDIUM_2,199.16397833824158,315845.5316997003,1.0
sasa_synergy_only,dag122458_MEDIUM_2,209.17628693580627,315845.5316997003,
sasa_synergy_only,dag122458_MEDIUM_2,219.18850135803223,315845.5316997003,
sasa_synergy_only,dag122458_MEDIUM_2,229.19329285621643,315845.5316997003,
sasa_synergy_only,dag122458_MEDIUM_2,239.1944980621338,315845.5316997003,
sasa_synergy_only,dag122458_MEDIUM_2,249.2093005180359,315845.5316997003,
sasa_synergy_only,dag122458_MEDIUM_2,259.21049761772156,315845.5316997003,
sasa_synergy_only,dag122458_MEDIUM_2,269.2197024822235,315845.5316997003,
sasa_synergy_only,dag122458_MEDIUM_2,279.2213387489319,315845.5316997003,
sasa_synergy_only,dag122458_MEDIUM_2,289.2320673465729,315845.5316997003,
sasa_synergy_only,dag122458_MEDIUM_2,299.2378590106964,315845.5316997003,
sasa_synergy_only,dag122458_MEDIUM_2,309.2499089241028,315845.5316997003,
sasa_synergy_only,dag122458_MEDIUM_2,319.25816893577576,315845.5316997003,
sasa_synergy_only,dag122458_MEDIUM_2,329.26192927360535,315845.5316997003,
sasa_synergy_only,dag122458_MEDIUM_2,339.27696895599365,315845.5316997003,
sasa_synergy_only,dag122458_MEDIUM_2,349.29048347473145,315845.5316997003,
sasa_synergy_only,dag122458_MEDIUM_2,359.30108761787415,315845.5316997003,
sasa_synergy_only,dag122458_MEDIUM_2,369.3039779663086,315845.5316997003,
sasa_synergy_only,dag122458_MEDIUM_2,379.3116281032562,315845.5316997003,
sasa_synergy_only,dag122458_MEDIUM_2,389.31175470352173,315845.5316997003,
sasa_synergy_only,dag122458_MEDIUM_2,399.3252019882202,315845.5316997003,
sasa_synergy_only,dag122458_MEDIUM_2,409.33694672584534,315845.5316997003,
sasa_synergy_only,dag122458_MEDIUM_2,419.3553159236908,315845.5316997003,
sasa_synergy_only,dag122458_MEDIUM_2,429.36003494262695,315845.5316997003,
sasa_synergy_only,dag122458_MEDIUM_2,439.37244963645935,315845.5316997003,
sasa_synergy_only,dag122458_MEDIUM_2,449.3873014450073,315845.5316997003,
sasa_synergy_only,dag122458_MEDIUM_2,459.40306973457336,315845.5316997003,
sasa_synergy_only,dag122458_MEDIUM_2,469.41003370285034,315845.5316997003,
sasa_synergy_only,dag122458_MEDIUM_2,479.4242022037506,315845.5316997003,
sasa_synergy_only,dag122458_MEDIUM_2,489.43996596336365,315845.5316997003,
sasa_synergy_only,dag122458_MEDIUM_2,499.44230675697327,315845.5316997003,
sasa_synergy_only,dag122458_MEDIUM_2,509.44317960739136,315845.5316997003,
sasa_synergy_only,dag122458_MEDIUM_2,519.454806804657,315845.5316997003,
sasa_synergy_only,dag122458_MEDIUM_2,529.4555289745331,315845.5316997003,
sasa_synergy_only,dag122458_MEDIUM_2,539.4625658988953,315845.5316997003,
sasa_synergy_only,dag122458_MEDIUM_2,549.4747531414032,315845.5316997003,
sasa_synergy_only,dag122458_MEDIUM_2,559.4879748821259,315845.5316997003,
sasa_synergy_only,dag122458_MEDIUM_2,569.4976825714111,315845.5316997003,
sasa_synergy_only,dag122458_MEDIUM_2,579.5132877826691,315845.5316997003,
sasa_synergy_only,dag122458_MEDIUM_2,589.5228106975555,315845.5316997003,
sasa_synergy_only,dag122458_MEDIUM_2,599.5299861431122,315845.5316997003,
