source,target,cost
65536,53683,0.0
65536,84372,0.0
65536,91256,0.0
65536,94451,0.0
65536,83945,0.0
1,28383,0.0
1,28384,0.0
1,28386,0.0
1,28391,0.0
1,28380,0.0
1,28393,0.0
65537,95926,0.0
65537,53683,0.0
65537,84372,0.0
65537,91256,0.0
65537,94451,0.0
65537,83945,0.0
65540,58106,0.0
65540,58126,0.0
65540,58107,0.0
65540,58115,0.0
65540,58116,0.0
65540,58123,0.0
65540,58124,0.0
5,43503,0.0
6,86991,0.0
9,46021,0.0
9,79366,0.0
9,102842,0.0
9,102843,0.0
9,102844,0.0
65546,95926,0.0
65546,84372,0.0
65546,91256,0.0
65546,94451,0.0
65546,83945,0.0
65548,68095,0.0
65548,68098,0.0
65548,68100,0.0
65548,68091,0.0
65548,68116,0.0
65550,58106,0.0
65550,58126,0.0
65550,58107,0.0
65550,58115,0.0
65550,58116,0.0
65550,58123,0.0
65550,58124,0.0
65556,68095,0.0
65556,68098,0.0
65556,68100,0.0
65556,68091,0.0
65556,68116,0.0
65556,68133,0.0
65556,68142,0.0
65558,58106,0.0
65558,58107,0.0
65558,58115,0.0
65558,58116,0.0
65558,58123,0.0
65558,58124,0.0
65562,68095,0.0
65562,68098,0.0
65562,68100,0.0
65562,68116,0.0
65562,68133,0.0
65562,68142,0.0
65562,68144,0.0
65570,97037,0.0
65570,95926,0.0
65570,53683,0.0
65570,84372,0.0
65570,91256,0.0
65570,94451,0.0
65570,83945,0.0
65573,95926,0.0
65573,53683,0.0
65573,84372,0.0
65573,91256,0.0
65573,94451,0.0
41,73155,0.0
41,1225,0.0
41,6877,0.0
41,6878,0.0
41,6879,0.0
41,72565,0.0
41,6880,0.0
42,73155,0.0
42,1225,0.0
42,6877,0.0
42,6878,0.0
42,6879,0.0
42,6880,0.0
53,7081,0.0
53,94325,0.0
53,120476,0.0
53,20315,0.0
53,20316,0.0
53,20317,0.0
53,20320,0.0
65598,95926,0.0
65598,53683,0.0
65598,84372,0.0
65598,94451,0.0
65598,83945,0.0
65607,56937,0.0
65607,56945,0.0
65607,56956,0.0
65607,56958,0.0
65607,56967,0.0
65607,56983,0.0
65607,56991,0.0
65610,56937,0.0
65610,56945,0.0
65610,56956,0.0
65610,56958,0.0
65610,56967,0.0
65610,56983,0.0
65610,56991,0.0
65614,95926,0.0
65614,53683,0.0
65614,91256,0.0
65614,83945,0.0
88,39389,0.0
88,39390,0.0
88,39643,0.0
88,39644,0.0
88,52299,0.0
88,52300,0.0
89,39389,0.0
89,39390,0.0
89,39643,0.0
89,39644,0.0
89,52299,0.0
89,52300,0.0
65625,56937,0.0
65625,56945,0.0
65625,56956,0.0
65625,56958,0.0
65625,56967,0.0
65625,56983,0.0
65625,56991,0.0
65626,56937,0.0
65626,56945,0.0
65626,56956,0.0
65626,56958,0.0
65626,56967,0.0
65626,56983,0.0
65626,56991,0.0
65628,69275,0.0
65628,69286,0.0
65628,69296,0.0
65628,69307,0.0
65628,69308,0.0
65628,69329,0.0
96,6892,0.0
96,6894,0.0
96,6942,0.0
97,6892,0.0
97,6894,0.0
97,6942,0.0
98,6892,0.0
98,6894,0.0
98,6942,0.0
99,6892,0.0
99,6894,0.0
99,6942,0.0
100,6892,0.0
100,6894,0.0
101,6892,0.0
101,6942,0.0
102,6894,0.0
102,6942,0.0
103,6944,0.0
103,6943,0.0
103,6945,0.0
103,6947,0.0
103,6948,0.0
103,6949,0.0
104,6944,0.0
104,6943,0.0
104,6946,0.0
104,6948,0.0
104,6949,0.0
105,6944,0.0
105,6943,0.0
105,6945,0.0
105,6946,0.0
105,6947,0.0
105,6949,0.0
106,6944,0.0
106,6943,0.0
106,6945,0.0
106,6946,0.0
106,6947,0.0
106,6948,0.0
107,6944,0.0
107,6943,0.0
107,6945,0.0
107,6946,0.0
107,6947,0.0
107,6948,0.0
107,6949,0.0
108,6943,0.0
108,6945,0.0
108,6946,0.0
108,6947,0.0
108,6948,0.0
108,6949,0.0
109,6944,0.0
109,6945,0.0
109,6946,0.0
109,6947,0.0
109,6948,0.0
109,6949,0.0
65649,69275,0.0
65649,69286,0.0
65649,69296,0.0
65649,69307,0.0
65649,69308,0.0
65649,69329,0.0
65652,69275,0.0
65652,69286,0.0
65652,69296,0.0
65652,69307,0.0
65652,69308,0.0
65652,69329,0.0
65657,69275,0.0
65657,69286,0.0
65657,69296,0.0
65657,69307,0.0
65657,69308,0.0
65657,69329,0.0
65671,32319,0.0
65671,32170,0.0
65671,32353,0.0
65671,57325,0.0
65671,57368,0.0
65672,32319,0.0
65672,32170,0.0
65672,32353,0.0
65672,57325,0.0
65672,57368,0.0
65684,32319,0.0
65684,32170,0.0
65684,32353,0.0
65684,57325,0.0
65684,57368,0.0
65685,69275,0.0
65685,69286,0.0
65685,69296,0.0
65685,69307,0.0
65685,69308,0.0
65685,69329,0.0
65687,32319,0.0
65687,32170,0.0
65687,32353,0.0
65687,57325,0.0
65687,57368,0.0
153,7081,0.0
153,94325,0.0
153,120476,0.0
153,20315,0.0
153,20316,0.0
153,20317,0.0
153,20320,0.0
155,52427,0.0
155,52429,0.0
155,1882,0.0
155,52431,0.0
155,1885,0.0
155,52437,0.0
156,52427,0.0
156,52429,0.0
156,1882,0.0
156,1884,0.0
156,1809,0.0
156,52437,0.0
157,52429,0.0
157,1882,0.0
157,1884,0.0
157,1809,0.0
157,52431,0.0
157,1885,0.0
157,52437,0.0
158,52427,0.0
158,52429,0.0
158,1882,0.0
158,1884,0.0
158,1809,0.0
158,52431,0.0
158,1885,0.0
158,52437,0.0
162,7081,0.0
162,94325,0.0
162,120476,0.0
162,20315,0.0
162,20316,0.0
162,20317,0.0
162,20320,0.0
65699,69275,0.0
65699,69286,0.0
65699,69296,0.0
65699,69307,0.0
65699,69308,0.0
65699,69329,0.0
65706,69333,0.0
65706,69336,0.0
65706,69332,0.0
65706,69341,0.0
65706,69344,0.0
65706,69345,0.0
65714,69333,0.0
65714,69336,0.0
65714,69332,0.0
65714,69344,0.0
65714,69345,0.0
65716,69333,0.0
65716,69332,0.0
65716,69341,0.0
65716,69344,0.0
65716,69345,0.0
104242,101619,0.0
104242,101621,0.0
104242,101623,0.0
104242,101624,0.0
104243,101619,0.0
104243,101621,0.0
104243,101623,0.0
65724,69333,0.0
65724,69336,0.0
65724,69332,0.0
65724,69341,0.0
104244,101619,0.0
104244,101621,0.0
104244,101623,0.0
104244,101624,0.0
190,120501,0.0
190,2435,0.0
190,120225,0.0
190,53755,0.0
190,53911,0.0
190,53928,0.0
190,120500,0.0
191,120501,0.0
191,2435,0.0
191,120225,0.0
191,53755,0.0
191,53928,0.0
191,120500,0.0
192,120501,0.0
192,120225,0.0
192,53755,0.0
192,53911,0.0
192,53928,0.0
192,120500,0.0
104246,101619,0.0
104246,101621,0.0
104246,101623,0.0
104246,101624,0.0
65742,69336,0.0
65742,69332,0.0
65742,69341,0.0
65742,69344,0.0
65742,69345,0.0
65744,69333,0.0
65744,69336,0.0
65744,69332,0.0
65744,69341,0.0
65744,69344,0.0
65744,69345,0.0
209,7117,0.0
209,7118,0.0
209,7119,0.0
209,7120,0.0
209,7147,0.0
209,7024,0.0
210,7117,0.0
210,7118,0.0
210,7119,0.0
210,7120,0.0
210,7147,0.0
210,7024,0.0
211,7117,0.0
211,7118,0.0
211,7119,0.0
211,7120,0.0
211,7147,0.0
211,7024,0.0
212,7117,0.0
212,7118,0.0
212,7119,0.0
212,7120,0.0
212,7147,0.0
212,7024,0.0
215,2212,0.0
215,21920,0.0
215,106849,0.0
215,106850,0.0
215,111115,0.0
65756,69333,0.0
65756,69336,0.0
65756,69341,0.0
65756,69344,0.0
65756,69345,0.0
65759,73367,0.0
65759,73627,0.0
65759,72594,0.0
65759,54795,0.0
65759,57453,0.0
65764,57041,0.0
65764,57022,0.0
65764,57045,0.0
65764,57066,0.0
65764,57085,0.0
65764,57096,0.0
65764,57111,0.0
65765,56981,0.0
65765,57047,0.0
65766,57029,0.0
65766,56981,0.0
65766,57047,0.0
65766,57074,0.0
65767,57029,0.0
65767,56981,0.0
65767,57074,0.0
65768,57540,0.0
65768,57566,0.0
65768,57589,0.0
65772,57540,0.0
65772,57566,0.0
65772,57589,0.0
236,28383,0.0
236,28384,0.0
236,28391,0.0
236,28380,0.0
236,28393,0.0
236,98599,0.0
65774,57540,0.0
65774,57566,0.0
65774,57589,0.0
237,28384,0.0
237,28386,0.0
237,28391,0.0
237,28380,0.0
237,28393,0.0
238,28383,0.0
238,28386,0.0
238,28391,0.0
238,28380,0.0
238,28393,0.0
239,28383,0.0
239,28384,0.0
239,28386,0.0
239,28391,0.0
239,28380,0.0
239,28393,0.0
241,28383,0.0
241,28384,0.0
241,28386,0.0
241,28391,0.0
241,28393,0.0
240,28383,0.0
240,28384,0.0
240,28386,0.0
240,28380,0.0
240,28385,0.0
242,21751,0.0
242,1369,0.0
242,483,0.0
242,1845,0.0
243,6568,0.0
243,113030,0.0
243,6569,0.0
243,18259,0.0
243,18212,0.0
243,50696,0.0
243,18213,0.0
65783,57041,0.0
65783,57022,0.0
65783,57045,0.0
65783,57066,0.0
65783,57085,0.0
65783,57096,0.0
65783,57111,0.0
65783,57112,0.0
65784,57540,0.0
65784,57589,0.0
244,6568,0.0
244,113030,0.0
244,6569,0.0
244,18259,0.0
244,18212,0.0
244,50696,0.0
244,18213,0.0
245,6568,0.0
245,6569,0.0
245,18259,0.0
245,18212,0.0
245,18213,0.0
246,6568,0.0
246,113030,0.0
246,6569,0.0
246,18259,0.0
246,18212,0.0
246,50696,0.0
246,18213,0.0
65786,57029,0.0
65786,56981,0.0
65786,57047,0.0
65786,57074,0.0
65797,57029,0.0
65797,57047,0.0
65797,57074,0.0
265,120573,0.0
265,120561,0.0
265,120562,0.0
265,120520,0.0
265,120564,0.0
265,6963,0.0
265,4513,0.0
65802,57041,0.0
65802,57022,0.0
65802,57045,0.0
65802,57096,0.0
65802,57111,0.0
65803,57540,0.0
65803,57566,0.0
65803,57589,0.0
267,120573,0.0
267,120561,0.0
267,120562,0.0
267,120520,0.0
267,120564,0.0
267,6963,0.0
267,4513,0.0
65807,57041,0.0
65807,57022,0.0
65807,57045,0.0
65807,57066,0.0
65807,57085,0.0
65807,57096,0.0
65807,57111,0.0
65808,57041,0.0
65808,57022,0.0
65808,57045,0.0
65808,57066,0.0
65808,57085,0.0
65808,57096,0.0
65808,57111,0.0
276,120573,0.0
276,120561,0.0
276,120562,0.0
276,120520,0.0
276,120564,0.0
276,6963,0.0
276,4513,0.0
65812,57041,0.0
65812,57045,0.0
65812,57066,0.0
65812,57085,0.0
65812,57096,0.0
65812,57111,0.0
65818,57126,0.0
65818,57127,0.0
65818,57129,0.0
65818,57140,0.0
282,2496,0.0
282,107652,0.0
282,18652,0.0
282,20750,0.0
282,11824,0.0
282,44662,0.0
285,26590,0.0
285,10047,0.0
285,28164,0.0
285,10772,0.0
285,10775,0.0
285,26494,0.0
285,26497,0.0
285,26495,0.0
288,44413,0.0
288,72497,0.0
288,83391,0.0
65826,57112,0.0
65826,57126,0.0
65826,57127,0.0
65826,57129,0.0
65826,57140,0.0
65826,57151,0.0
65826,57160,0.0
291,2511,0.0
291,2499,0.0
291,106550,0.0
291,2494,0.0
291,105199,0.0
291,288,0.0
65828,57112,0.0
65828,57126,0.0
65828,57129,0.0
65828,57151,0.0
65828,57160,0.0
293,114992,0.0
293,11866,0.0
293,103044,0.0
293,103045,0.0
293,103046,0.0
290,2496,0.0
290,107652,0.0
290,18652,0.0
290,20750,0.0
290,44662,0.0
299,2499,0.0
299,106550,0.0
299,2494,0.0
299,105199,0.0
300,53141,0.0
300,40176,0.0
300,24917,0.0
300,92149,0.0
300,40470,0.0
26111,12850,0.0
26111,90082,0.0
26111,90072,0.0
26111,98255,0.0
26111,90078,0.0
26111,98254,0.0
26111,94475,0.0
26111,94477,0.0
65842,57112,0.0
65842,57126,0.0
65842,57127,0.0
65842,57129,0.0
65842,57140,0.0
65842,57151,0.0
65842,57160,0.0
308,16366,0.0
308,4527,0.0
308,15902,0.0
308,15912,0.0
308,15916,0.0
308,85617,0.0
308,39657,0.0
308,40432,0.0
309,4527,0.0
309,15912,0.0
309,15916,0.0
309,16349,0.0
309,85617,0.0
310,16366,0.0
310,4527,0.0
310,15902,0.0
310,15916,0.0
310,16349,0.0
310,85617,0.0
315,15524,0.0
315,6176,0.0
315,6417,0.0
315,6653,0.0
315,9375,0.0
315,42641,0.0
65852,57540,0.0
65852,57566,0.0
65852,57589,0.0
317,2498,0.0
317,14154,0.0
317,119911,0.0
317,107983,0.0
316,43862,0.0
319,108725,0.0
319,46482,0.0
319,23599,0.0
319,106768,0.0
319,3140,0.0
319,54161,0.0
320,6644,0.0
320,6645,0.0
321,115502,0.0
321,115511,0.0
321,111891,0.0
321,108779,0.0
321,115568,0.0
321,115355,0.0
65858,57595,0.0
65858,57604,0.0
65858,57606,0.0
65858,57612,0.0
65858,57616,0.0
65858,57634,0.0
322,323,0.0
322,320,0.0
322,115527,0.0
322,81670,0.0
322,115561,0.0
323,6644,0.0
323,6645,0.0
324,323,0.0
324,320,0.0
324,115527,0.0
324,81670,0.0
324,115561,0.0
324,117900,0.0
325,323,0.0
325,320,0.0
325,115527,0.0
325,81670,0.0
325,115561,0.0
325,117900,0.0
65863,57652,0.0
65863,57687,0.0
65863,57688,0.0
65863,57690,0.0
65863,57696,0.0
65863,57707,0.0
65863,57721,0.0
65864,57652,0.0
65864,57687,0.0
65864,57688,0.0
65864,57690,0.0
65864,57696,0.0
65864,57707,0.0
65864,57721,0.0
329,73629,0.0
329,73547,0.0
329,73369,0.0
329,65759,0.0
329,73350,0.0
329,72596,0.0
65866,57127,0.0
65866,57140,0.0
65866,57151,0.0
65866,57160,0.0
328,105770,0.0
328,319,0.0
328,108724,0.0
328,95612,0.0
328,10740,0.0
328,108260,0.0
328,108736,0.0
65868,57112,0.0
65868,57126,0.0
65868,57127,0.0
65868,57129,0.0
65868,57140,0.0
65868,57151,0.0
65868,57160,0.0
330,319,0.0
330,108724,0.0
330,95612,0.0
330,85549,0.0
330,10740,0.0
330,108260,0.0
330,108736,0.0
331,34432,0.0
331,319,0.0
331,108724,0.0
331,95612,0.0
331,85549,0.0
331,10740,0.0
331,108260,0.0
331,108736,0.0
65875,57112,0.0
65875,57126,0.0
65875,57127,0.0
65875,57129,0.0
65875,57140,0.0
65875,57151,0.0
65875,57160,0.0
65879,57652,0.0
