source,target,cost
21,109145,0.0
21,100543,0.0
21,118280,0.0
21,108171,0.0
21,94612,0.0
21,109138,0.0
21,109117,0.0
32,21789,0.0
32,7172,0.0
32,7369,0.0
32,7370,0.0
33,9286,0.0
33,9569,0.0
33,7072,0.0
33,21789,0.0
33,7172,0.0
33,7369,0.0
33,7370,0.0
34,9286,0.0
34,9569,0.0
34,7072,0.0
34,7172,0.0
34,7369,0.0
34,7370,0.0
65584,78883,0.0
65584,78885,0.0
65584,78908,0.0
65584,78882,0.0
65584,78915,0.0
65585,78883,0.0
65585,78885,0.0
65585,78908,0.0
65585,78909,0.0
65585,78882,0.0
65585,78915,0.0
65588,78883,0.0
65588,78885,0.0
65588,78908,0.0
65588,78909,0.0
65588,78882,0.0
65588,78915,0.0
65602,78883,0.0
65602,78885,0.0
65602,78908,0.0
65602,78909,0.0
65602,78882,0.0
65616,78883,0.0
65616,78908,0.0
65616,78909,0.0
65616,78882,0.0
65616,78915,0.0
65617,78885,0.0
65617,78909,0.0
65617,78882,0.0
65617,78915,0.0
65620,78883,0.0
65620,78885,0.0
65620,78908,0.0
65620,78909,0.0
65620,78915,0.0
110,2393,0.0
110,9419,0.0
110,9424,0.0
110,42661,0.0
111,24652,0.0
111,2393,0.0
111,23333,0.0
111,9419,0.0
111,9423,0.0
111,42667,0.0
112,24652,0.0
112,2393,0.0
112,23333,0.0
112,9423,0.0
112,9424,0.0
113,42545,0.0
113,42543,0.0
113,42547,0.0
113,7360,0.0
113,7441,0.0
113,7646,0.0
140,8819,0.0
140,42545,0.0
140,42543,0.0
140,42547,0.0
140,7360,0.0
140,7646,0.0
144,8819,0.0
144,42543,0.0
144,42547,0.0
144,7360,0.0
144,7441,0.0
144,7646,0.0
153,8819,0.0
153,42545,0.0
153,42547,0.0
153,7360,0.0
153,7441,0.0
153,7646,0.0
163,8819,0.0
163,42545,0.0
163,42543,0.0
163,42547,0.0
163,7360,0.0
163,7441,0.0
163,7646,0.0
193,7076,0.0
193,7080,0.0
193,7074,0.0
193,7082,0.0
193,7083,0.0
194,7076,0.0
194,7077,0.0
194,7074,0.0
194,7082,0.0
195,7076,0.0
195,7077,0.0
195,7080,0.0
195,7074,0.0
195,7082,0.0
195,7083,0.0
196,7076,0.0
196,7077,0.0
196,7080,0.0
196,7074,0.0
196,7082,0.0
196,7083,0.0
197,7076,0.0
197,7077,0.0
197,7080,0.0
197,7074,0.0
197,7082,0.0
197,7083,0.0
198,7077,0.0
198,7080,0.0
198,7074,0.0
198,7083,0.0
199,7076,0.0
199,7077,0.0
199,7080,0.0
199,7082,0.0
199,7083,0.0
65745,64151,0.0
65745,64177,0.0
65745,64193,0.0
65745,64204,0.0
65745,64217,0.0
65745,64222,0.0
65748,64151,0.0
65748,64193,0.0
65748,64204,0.0
65748,64217,0.0
65748,64222,0.0
65751,64151,0.0
65751,64177,0.0
65751,64193,0.0
65751,64204,0.0
65751,64217,0.0
65751,64222,0.0
65752,64151,0.0
65752,64177,0.0
65752,64193,0.0
65752,64204,0.0
65752,64217,0.0
65752,64222,0.0
65765,64151,0.0
65765,64177,0.0
65765,64193,0.0
65765,64204,0.0
65765,64222,0.0
65767,64151,0.0
65767,64177,0.0
65767,64193,0.0
65767,64204,0.0
65767,64217,0.0
65767,64222,0.0
235,17203,0.0
235,17208,0.0
235,100759,0.0
235,17209,0.0
235,101304,0.0
237,31040,0.0
237,31061,0.0
237,49587,0.0
237,57449,0.0
237,118631,0.0
237,59984,0.0
237,58480,0.0
238,31040,0.0
238,31061,0.0
238,49587,0.0
238,57449,0.0
238,118631,0.0
238,58479,0.0
239,31040,0.0
239,31061,0.0
239,49587,0.0
239,57449,0.0
239,59984,0.0
239,58479,0.0
239,118632,0.0
240,89596,0.0
240,44608,0.0
240,1619,0.0
240,13459,0.0
65792,65803,0.0
65792,65805,0.0
65792,65807,0.0
65792,65808,0.0
65792,65811,0.0
65792,65830,0.0
65792,65840,0.0
65799,65803,0.0
65799,65805,0.0
65799,65807,0.0
65799,65808,0.0
65799,65811,0.0
65799,65830,0.0
65799,65838,0.0
65799,65840,0.0
65803,64860,0.0
65803,64867,0.0
65803,64875,0.0
65803,64851,0.0
65803,64909,0.0
65803,64926,0.0
65805,64851,0.0
65805,64926,0.0
65807,64860,0.0
65807,64875,0.0
65807,64909,0.0
65808,64860,0.0
65808,64867,0.0
65808,64875,0.0
65808,64851,0.0
65808,64909,0.0
65808,64926,0.0
65811,64860,0.0
65811,64867,0.0
65811,64875,0.0
65811,64851,0.0
65811,64909,0.0
65811,64926,0.0
65812,65803,0.0
65812,65805,0.0
65812,65807,0.0
65812,65808,0.0
65812,65811,0.0
65812,65830,0.0
65812,65838,0.0
65812,65840,0.0
65813,65803,0.0
65813,65805,0.0
65813,65807,0.0
65813,65808,0.0
65813,65811,0.0
65813,65830,0.0
65813,65838,0.0
65813,65840,0.0
275,122016,0.0
275,122017,0.0
275,8107,0.0
275,9326,0.0
275,9329,0.0
65815,65803,0.0
65815,65805,0.0
65815,65807,0.0
65815,65808,0.0
65815,65811,0.0
65815,65830,0.0
65815,65838,0.0
65815,65840,0.0
276,8071,0.0
276,122016,0.0
276,122017,0.0
276,8107,0.0
276,9329,0.0
281,8405,0.0
281,8407,0.0
281,8406,0.0
281,8744,0.0
281,8747,0.0
281,8748,0.0
65826,65803,0.0
65826,65805,0.0
65826,65807,0.0
65826,65808,0.0
65826,65811,0.0
65826,65830,0.0
65826,65838,0.0
65826,65840,0.0
293,2947,0.0
293,19186,0.0
293,20257,0.0
293,115079,0.0
293,115083,0.0
65830,64860,0.0
65830,64867,0.0
65830,64875,0.0
65830,64851,0.0
65830,64926,0.0
65832,65552,0.0
65832,65591,0.0
65832,65596,0.0
300,95644,0.0
300,92832,0.0
300,45748,0.0
300,101801,0.0
300,45749,0.0
300,92997,0.0
300,95334,0.0
300,26116,0.0
65838,64867,0.0
65838,64851,0.0
65838,64909,0.0
302,336,0.0
302,1565,0.0
302,339,0.0
302,340,0.0
302,341,0.0
302,342,0.0
302,343,0.0
65840,64860,0.0
65840,64867,0.0
65840,64875,0.0
65840,64909,0.0
65840,64926,0.0
305,28763,0.0
305,28764,0.0
305,28990,0.0
305,29021,0.0
305,29247,0.0
305,29358,0.0
303,110154,0.0
304,110154,0.0
308,109671,0.0
308,35033,0.0
308,102756,0.0
308,102898,0.0
309,95932,0.0
309,34984,0.0
309,56635,0.0
65851,65552,0.0
65851,65591,0.0
65851,65596,0.0
315,50912,0.0
315,56808,0.0
315,2494,0.0
315,29573,0.0
315,109715,0.0
315,29599,0.0
315,29728,0.0
65867,65552,0.0
65867,65591,0.0
65867,65596,0.0
65869,65552,0.0
65869,65591,0.0
65869,65596,0.0
336,1833,0.0
336,9364,0.0
336,9461,0.0
337,336,0.0
337,1565,0.0
337,339,0.0
337,340,0.0
337,342,0.0
337,343,0.0
338,336,0.0
338,1565,0.0
338,339,0.0
338,340,0.0
338,341,0.0
338,342,0.0
338,343,0.0
339,1833,0.0
339,9364,0.0
339,9401,0.0
339,9407,0.0
339,9461,0.0
339,9467,0.0
340,1833,0.0
340,9401,0.0
340,9407,0.0
340,9467,0.0
341,1833,0.0
341,9364,0.0
341,9401,0.0
341,9407,0.0
341,9461,0.0
341,9467,0.0
342,9364,0.0
342,9401,0.0
342,9407,0.0
342,9461,0.0
342,9467,0.0
343,1833,0.0
343,9364,0.0
343,9401,0.0
343,9407,0.0
343,9461,0.0
343,9467,0.0
65876,63868,0.0
65876,63876,0.0
65876,63870,0.0
65876,63889,0.0
65876,63901,0.0
65879,63868,0.0
65879,63876,0.0
65879,63870,0.0
65879,63889,0.0
65879,63894,0.0
65879,63901,0.0
65891,63868,0.0
65891,63876,0.0
65891,63870,0.0
65891,63889,0.0
65891,63894,0.0
359,336,0.0
359,1565,0.0
359,339,0.0
359,340,0.0
359,341,0.0
359,342,0.0
359,343,0.0
360,336,0.0
360,1565,0.0
360,339,0.0
360,340,0.0
360,341,0.0
360,342,0.0
360,343,0.0
369,121926,0.0
369,121927,0.0
369,121928,0.0
369,121929,0.0
369,121931,0.0
369,121930,0.0
369,7026,0.0
370,121926,0.0
370,121927,0.0
