source,target,cost
6,86991,0.0
7,114509,0.0
7,114508,0.0
7,114504,0.0
7,102891,0.0
7,102892,0.0
7,102893,0.0
9,46021,0.0
9,79366,0.0
9,102842,0.0
9,102843,0.0
9,102844,0.0
10,92452,0.0
10,52988,0.0
10,95647,0.0
10,98203,0.0
10,95419,0.0
10,113355,0.0
10,95518,0.0
11,14810,0.0
11,92915,0.0
11,92452,0.0
11,52988,0.0
11,95647,0.0
11,98203,0.0
11,95419,0.0
11,95518,0.0
12,92915,0.0
12,92452,0.0
12,52988,0.0
12,98203,0.0
12,95419,0.0
12,95518,0.0
15,31090,0.0
15,92452,0.0
15,52988,0.0
15,95647,0.0
15,98203,0.0
15,95419,0.0
15,113355,0.0
15,95518,0.0
16,92915,0.0
16,92452,0.0
16,52988,0.0
16,95647,0.0
16,98203,0.0
16,95419,0.0
16,113355,0.0
16,95518,0.0
53,7081,0.0
53,94325,0.0
53,120476,0.0
53,20315,0.0
53,20316,0.0
53,20317,0.0
53,20320,0.0
88,39389,0.0
88,39390,0.0
88,39643,0.0
88,39644,0.0
88,52299,0.0
88,52300,0.0
89,39389,0.0
89,39390,0.0
89,39643,0.0
89,39644,0.0
89,52299,0.0
89,52300,0.0
103,6944,0.0
103,6943,0.0
103,6945,0.0
103,6947,0.0
103,6948,0.0
103,6949,0.0
104,6944,0.0
104,6943,0.0
104,6946,0.0
104,6948,0.0
104,6949,0.0
105,6944,0.0
105,6943,0.0
105,6945,0.0
105,6946,0.0
105,6947,0.0
105,6949,0.0
106,6944,0.0
106,6943,0.0
106,6945,0.0
106,6946,0.0
106,6947,0.0
106,6948,0.0
107,6944,0.0
107,6943,0.0
107,6945,0.0
107,6946,0.0
107,6947,0.0
107,6948,0.0
107,6949,0.0
108,6943,0.0
108,6945,0.0
108,6946,0.0
108,6947,0.0
108,6948,0.0
108,6949,0.0
109,6944,0.0
109,6945,0.0
109,6946,0.0
109,6947,0.0
109,6948,0.0
109,6949,0.0
122,2358,0.0
122,2364,0.0
122,2361,0.0
122,7093,0.0
122,7094,0.0
122,50613,0.0
153,7081,0.0
153,94325,0.0
153,120476,0.0
153,20315,0.0
153,20316,0.0
153,20317,0.0
153,20320,0.0
154,34176,0.0
154,7016,0.0
154,7020,0.0
154,1084,0.0
154,6941,0.0
154,1085,0.0
154,1086,0.0
162,7081,0.0
162,94325,0.0
162,120476,0.0
162,20315,0.0
162,20316,0.0
162,20317,0.0
162,20320,0.0
173,2358,0.0
173,2364,0.0
173,2361,0.0
173,7093,0.0
173,7094,0.0
173,50613,0.0
184,50524,0.0
184,50526,0.0
184,50529,0.0
184,52436,0.0
185,50524,0.0
185,50526,0.0
185,50529,0.0
186,50524,0.0
186,50526,0.0
186,50529,0.0
186,52436,0.0
187,50524,0.0
187,50526,0.0
187,50529,0.0
187,52436,0.0
188,50524,0.0
188,50526,0.0
188,50529,0.0
188,52436,0.0
189,50524,0.0
189,50526,0.0
189,50529,0.0
189,52436,0.0
215,2212,0.0
215,21920,0.0
215,106849,0.0
215,106850,0.0
215,111115,0.0
219,1388,0.0
219,13708,0.0
219,1387,0.0
219,1390,0.0
219,53311,0.0
220,13708,0.0
220,1387,0.0
220,1390,0.0
220,1391,0.0
221,1388,0.0
221,13708,0.0
221,1390,0.0
221,1391,0.0
221,53311,0.0
222,1388,0.0
222,13708,0.0
222,1387,0.0
222,1390,0.0
222,1391,0.0
222,53311,0.0
222,82542,0.0
242,21751,0.0
242,1369,0.0
242,483,0.0
242,1845,0.0
265,120573,0.0
265,120561,0.0
265,120562,0.0
265,120520,0.0
265,120564,0.0
265,6963,0.0
265,4513,0.0
267,120573,0.0
267,120561,0.0
267,120562,0.0
267,120520,0.0
267,120564,0.0
267,6963,0.0
267,4513,0.0
272,54639,0.0
272,1246,0.0
272,1560,0.0
272,22606,0.0
272,120569,0.0
272,47651,0.0
272,40990,0.0
276,120573,0.0
276,120561,0.0
276,120562,0.0
276,120520,0.0
276,120564,0.0
276,6963,0.0
276,4513,0.0
282,2496,0.0
282,107652,0.0
282,18652,0.0
282,20750,0.0
282,11824,0.0
282,44662,0.0
283,109011,0.0
283,109014,0.0
283,108500,0.0
283,108519,0.0
283,109270,0.0
284,73576,0.0
284,72569,0.0
284,72852,0.0
284,72916,0.0
284,72652,0.0
285,26590,0.0
285,10047,0.0
285,28164,0.0
285,10772,0.0
285,10775,0.0
285,26494,0.0
285,26497,0.0
285,26495,0.0
288,44420,0.0
288,44413,0.0
288,72497,0.0
288,83391,0.0
290,2496,0.0
290,107652,0.0
290,18652,0.0
290,20750,0.0
290,44662,0.0
291,2511,0.0
291,2499,0.0
291,106550,0.0
291,2494,0.0
291,105199,0.0
291,288,0.0
293,114992,0.0
293,11866,0.0
293,103044,0.0
293,103045,0.0
293,103046,0.0
299,2499,0.0
299,106550,0.0
299,2494,0.0
299,105199,0.0
300,53141,0.0
300,40176,0.0
300,24917,0.0
300,92149,0.0
300,40470,0.0
308,16366,0.0
308,4527,0.0
308,15902,0.0
308,15912,0.0
308,15916,0.0
308,85617,0.0
308,39657,0.0
308,40432,0.0
309,4527,0.0
309,15912,0.0
309,15916,0.0
309,16349,0.0
309,85617,0.0
310,16366,0.0
310,4527,0.0
310,15902,0.0
310,15916,0.0
310,16349,0.0
310,85617,0.0
312,120364,0.0
312,120366,0.0
312,37337,0.0
312,38205,0.0
312,116570,0.0
315,15524,0.0
315,6176,0.0
315,6417,0.0
315,6653,0.0
315,9375,0.0
315,42641,0.0
316,28485,0.0
316,43862,0.0
316,107986,0.0
319,108725,0.0
319,46482,0.0
319,23599,0.0
319,106768,0.0
319,3140,0.0
319,54161,0.0
320,6644,0.0
320,6645,0.0
321,115502,0.0
